Index, Time, t(seconds), T1,T2,T3,T4,T5,T6,T7,T8,Tenv,Tavg,Tmin,Tmax,Trange,Tsigma
1, 2024/3/28 22:59:29, 0.06, 29.57,19.99,21.94,--,--,--,--,--,22.04,23.83, 19.99, 29.57, 9.58, 5.062868
2, 2024/3/28 22:59:30, 1.06, 29.62,20.04,21.92,--,--,--,--,--,22.03,23.86, 20.04, 29.62, 9.58, 5.076098
3, 2024/3/28 22:59:31, 2.06, 29.60,19.99,21.97,--,--,--,--,--,22.03,23.85, 19.99, 29.60, 9.61, 5.074274
4, 2024/3/28 22:59:32, 3.06, 29.58,20.00,21.90,--,--,--,--,--,22.03,23.83, 20.00, 29.58, 9.58, 5.072290
5, 2024/3/28 22:59:33, 4.06, 29.58,19.99,21.85,--,--,--,--,--,22.04,23.81, 19.99, 29.58, 9.59, 5.085610
6, 2024/3/28 22:59:34, 5.06, 29.57,19.99,21.72,--,--,--,--,--,22.04,23.76, 19.99, 29.57, 9.58, 5.105419
7, 2024/3/28 22:59:35, 6.06, 29.60,19.97,21.60,--,--,--,--,--,22.04,23.72, 19.97, 29.60, 9.63, 5.154188
8, 2024/3/28 22:59:36, 7.06, 29.64,19.95,21.50,--,--,--,--,--,22.04,23.70, 19.95, 29.64, 9.69, 5.205095
9, 2024/3/28 22:59:37, 8.07, 29.65,19.97,21.36,--,--,--,--,--,22.04,23.66, 19.97, 29.65, 9.68, 5.233843
10, 2024/3/28 22:59:38, 9.07, 29.62,19.95,21.17,--,--,--,--,--,22.03,23.58, 19.95, 29.62, 9.67, 5.266241
11, 2024/3/28 22:59:39, 10.07, 29.65,19.98,20.98,--,--,--,--,--,22.04,23.54, 19.98, 29.65, 9.67, 5.317860
12, 2024/3/28 22:59:40, 11.07, 29.59,19.93,20.90,--,--,--,--,--,22.04,23.47, 19.93, 29.59, 9.66, 5.319347
13, 2024/3/28 22:59:41, 12.07, 29.60,19.96,20.88,--,--,--,--,--,22.04,23.48, 19.96, 29.60, 9.64, 5.320001
14, 2024/3/28 22:59:42, 13.07, 29.55,19.95,20.86,--,--,--,--,--,22.04,23.45, 19.95, 29.55, 9.60, 5.299436
15, 2024/3/28 22:59:43, 14.07, 29.59,19.99,20.91,--,--,--,--,--,22.05,23.50, 19.99, 29.59, 9.60, 5.296993
16, 2024/3/28 22:59:44, 15.07, 29.54,19.95,20.90,--,--,--,--,--,22.04,23.46, 19.95, 29.54, 9.59, 5.283941
17, 2024/3/28 22:59:45, 16.08, 29.55,19.97,20.70,--,--,--,--,--,22.03,23.41, 19.97, 29.55, 9.58, 5.332788
18, 2024/3/28 22:59:46, 17.08, 29.52,19.92,20.63,--,--,--,--,--,22.03,23.36, 19.92, 29.52, 9.60, 5.349395
19, 2024/3/28 22:59:47, 18.08, 29.61,19.93,20.61,--,--,--,--,--,22.04,23.38, 19.93, 29.61, 9.68, 5.403160
20, 2024/3/28 22:59:48, 19.08, 29.60,19.94,20.66,--,--,--,--,--,22.03,23.40, 19.94, 29.60, 9.66, 5.381413
21, 2024/3/28 22:59:49, 20.08, 29.55,19.96,20.67,--,--,--,--,--,22.03,23.39, 19.96, 29.55, 9.59, 5.343634
22, 2024/3/28 22:59:50, 21.08, 29.51,19.95,20.65,--,--,--,--,--,22.04,23.37, 19.95, 29.51, 9.56, 5.328901
23, 2024/3/28 22:59:51, 22.08, 29.55,19.98,20.64,--,--,--,--,--,22.04,23.39, 19.98, 29.55, 9.57, 5.344913
24, 2024/3/28 22:59:52, 23.09, 29.53,20.00,20.59,--,--,--,--,--,22.05,23.37, 20.00, 29.53, 9.53, 5.339985
25, 2024/3/28 22:59:53, 24.09, 29.51,19.94,20.54,--,--,--,--,--,22.03,23.33, 19.94, 29.51, 9.57, 5.360436
26, 2024/3/28 22:59:54, 25.09, 29.53,19.94,20.60,--,--,--,--,--,22.04,23.36, 19.94, 29.53, 9.59, 5.356438
27, 2024/3/28 22:59:55, 26.09, 29.48,19.98,20.64,--,--,--,--,--,22.04,23.37, 19.98, 29.48, 9.50, 5.304577
28, 2024/3/28 22:59:56, 27.09, 29.46,19.98,20.52,--,--,--,--,--,22.03,23.32, 19.98, 29.46, 9.48, 5.324245
29, 2024/3/28 22:59:57, 28.09, 29.45,19.98,20.48,--,--,--,--,--,22.04,23.30, 19.98, 29.45, 9.47, 5.329038
30, 2024/3/28 22:59:58, 29.10, 29.49,19.96,20.47,--,--,--,--,--,22.03,23.31, 19.96, 29.49, 9.53, 5.360992
31, 2024/3/28 22:59:59, 30.10, 29.42,19.98,20.39,--,--,--,--,--,22.03,23.26, 19.98, 29.42, 9.44, 5.335768
32, 2024/3/28 23:00:00, 31.10, 29.36,19.96,20.35,--,--,--,--,--,22.04,23.22, 19.96, 29.36, 9.40, 5.318086
33, 2024/3/28 23:00:01, 32.10, 29.39,19.98,20.29,--,--,--,--,--,22.04,23.22, 19.98, 29.39, 9.41, 5.345623
34, 2024/3/28 23:00:02, 33.10, 29.43,19.95,20.34,--,--,--,--,--,22.03,23.24, 19.95, 29.43, 9.48, 5.364244
35, 2024/3/28 23:00:03, 34.10, 29.47,19.98,20.30,--,--,--,--,--,22.04,23.25, 19.98, 29.47, 9.49, 5.389052
36, 2024/3/28 23:00:04, 35.10, 29.50,19.96,20.22,--,--,--,--,--,22.04,23.23, 19.96, 29.50, 9.54, 5.434421
37, 2024/3/28 23:00:05, 36.10, 29.51,19.98,20.12,--,--,--,--,--,22.04,23.20, 19.98, 29.51, 9.53, 5.462180
38, 2024/3/28 23:00:06, 37.11, 29.45,19.95,20.02,--,--,--,--,--,22.04,23.14, 19.95, 29.45, 9.50, 5.464733
39, 2024/3/28 23:00:07, 38.11, 29.45,19.98,19.99,--,--,--,--,--,22.03,23.14, 19.98, 29.45, 9.47, 5.464623
40, 2024/3/28 23:00:08, 39.11, 29.47,19.99,20.03,--,--,--,--,--,22.04,23.16, 19.99, 29.47, 9.48, 5.461769
41, 2024/3/28 23:00:09, 40.11, 29.49,19.98,19.99,--,--,--,--,--,22.03,23.15, 19.98, 29.49, 9.51, 5.487717
42, 2024/3/28 23:00:10, 41.11, 29.47,19.95,19.96,--,--,--,--,--,22.03,23.13, 19.95, 29.47, 9.52, 5.493488
43, 2024/3/28 23:00:11, 42.11, 29.47,20.00,19.96,--,--,--,--,--,22.03,23.14, 19.96, 29.47, 9.51, 5.479089
44, 2024/3/28 23:00:12, 43.12, 29.52,20.01,19.92,--,--,--,--,--,22.03,23.15, 19.92, 29.52, 9.60, 5.516765
45, 2024/3/28 23:00:13, 44.12, 29.50,19.98,20.00,--,--,--,--,--,22.04,23.16, 19.98, 29.50, 9.52, 5.490610
46, 2024/3/28 23:00:14, 45.12, 29.52,19.99,20.02,--,--,--,--,--,22.03,23.18, 19.99, 29.52, 9.53, 5.493508
47, 2024/3/28 23:00:15, 46.12, 29.45,20.02,20.02,--,--,--,--,--,22.03,23.16, 20.02, 29.45, 9.43, 5.444413
48, 2024/3/28 23:00:16, 47.12, 29.51,19.99,20.01,--,--,--,--,--,22.04,23.17, 19.99, 29.51, 9.52, 5.490610
49, 2024/3/28 23:00:17, 48.12, 29.49,20.04,20.03,--,--,--,--,--,22.04,23.19, 20.03, 29.49, 9.46, 5.458848
50, 2024/3/28 23:00:18, 49.12, 29.51,20.02,20.06,--,--,--,--,--,22.04,23.20, 20.02, 29.51, 9.49, 5.467542
51, 2024/3/28 23:00:19, 50.13, 29.50,20.04,20.06,--,--,--,--,--,22.04,23.20, 20.04, 29.50, 9.46, 5.455968
52, 2024/3/28 23:00:20, 51.13, 29.55,20.02,20.08,--,--,--,--,--,22.04,23.22, 20.02, 29.55, 9.53, 5.484909
53, 2024/3/28 23:00:21, 52.13, 29.64,20.01,20.11,--,--,--,--,--,22.03,23.25, 20.01, 29.64, 9.63, 5.531240
54, 2024/3/28 23:00:22, 53.13, 29.58,20.02,20.11,--,--,--,--,--,22.03,23.24, 20.02, 29.58, 9.56, 5.493670
55, 2024/3/28 23:00:23, 54.13, 29.53,20.03,20.09,--,--,--,--,--,22.03,23.22, 20.03, 29.53, 9.50, 5.467589
56, 2024/3/28 23:00:24, 55.13, 29.57,20.07,20.16,--,--,--,--,--,22.05,23.27, 20.07, 29.57, 9.50, 5.459033
57, 2024/3/28 23:00:25, 56.13, 29.56,20.05,20.14,--,--,--,--,--,22.04,23.25, 20.05, 29.56, 9.51, 5.464806
58, 2024/3/28 23:00:26, 57.13, 29.60,20.03,20.16,--,--,--,--,--,22.04,23.26, 20.03, 29.60, 9.57, 5.488100
59, 2024/3/28 23:00:27, 58.13, 29.62,19.98,20.13,--,--,--,--,--,22.02,23.24, 19.98, 29.62, 9.64, 5.522864
60, 2024/3/28 23:00:28, 59.14, 29.61,20.04,20.15,--,--,--,--,--,22.05,23.27, 20.04, 29.61, 9.57, 5.493763
61, 2024/3/28 23:00:29, 60.14, 29.63,20.07,20.13,--,--,--,--,--,22.05,23.28, 20.07, 29.63, 9.56, 5.502229
62, 2024/3/28 23:00:30, 61.14, 29.63,19.99,20.11,--,--,--,--,--,22.04,23.24, 19.99, 29.63, 9.64, 5.531339
63, 2024/3/28 23:00:31, 62.14, 29.62,20.05,20.11,--,--,--,--,--,22.04,23.26, 20.05, 29.62, 9.57, 5.508002
64, 2024/3/28 23:00:32, 63.14, 29.57,20.05,20.02,--,--,--,--,--,22.04,23.21, 20.02, 29.57, 9.55, 5.505055
65, 2024/3/28 23:00:33, 64.14, 29.58,20.01,20.02,--,--,--,--,--,22.03,23.20, 20.01, 29.58, 9.57, 5.522357
66, 2024/3/28 23:00:34, 65.14, 29.60,20.08,19.94,--,--,--,--,--,22.05,23.21, 19.94, 29.60, 9.66, 5.537231
67, 2024/3/28 23:00:35, 66.15, 29.63,20.06,19.84,--,--,--,--,--,22.05,23.18, 19.84, 29.63, 9.79, 5.589831
68, 2024/3/28 23:00:36, 67.15, 29.61,20.03,19.84,--,--,--,--,--,22.04,23.16, 19.84, 29.61, 9.77, 5.586672
69, 2024/3/28 23:00:37, 68.15, 29.62,20.03,19.85,--,--,--,--,--,22.03,23.17, 19.85, 29.62, 9.77, 5.589475
70, 2024/3/28 23:00:38, 69.15, 29.62,20.00,19.90,--,--,--,--,--,22.03,23.17, 19.90, 29.62, 9.72, 5.583200
71, 2024/3/28 23:00:39, 70.15, 29.56,20.05,19.97,--,--,--,--,--,22.04,23.19, 19.97, 29.56, 9.59, 5.513841
72, 2024/3/28 23:00:40, 71.15, 29.58,20.08,19.97,--,--,--,--,--,22.04,23.21, 19.97, 29.58, 9.61, 5.516855
73, 2024/3/28 23:00:41, 72.16, 29.60,20.06,19.98,--,--,--,--,--,22.04,23.21, 19.98, 29.60, 9.62, 5.531160
74, 2024/3/28 23:00:42, 73.16, 29.51,20.02,19.94,--,--,--,--,--,22.04,23.16, 19.94, 29.51, 9.57, 5.502291
75, 2024/3/28 23:00:43, 74.16, 29.49,20.09,19.88,--,--,--,--,--,22.04,23.15, 19.88, 29.49, 9.61, 5.488718
76, 2024/3/28 23:00:44, 75.16, 29.48,20.05,19.89,--,--,--,--,--,22.04,23.14, 19.89, 29.48, 9.59, 5.491183
77, 2024/3/28 23:00:45, 76.16, 29.46,20.02,19.94,--,--,--,--,--,22.03,23.14, 19.94, 29.46, 9.52, 5.473425
78, 2024/3/28 23:00:46, 77.16, 29.45,20.06,19.96,--,--,--,--,--,22.04,23.16, 19.96, 29.45, 9.49, 5.450416
79, 2024/3/28 23:00:47, 78.16, 29.42,20.04,19.90,--,--,--,--,--,22.03,23.12, 19.90, 29.42, 9.52, 5.456407
80, 2024/3/28 23:00:48, 79.17, 29.37,20.05,19.92,--,--,--,--,--,22.03,23.11, 19.92, 29.37, 9.45, 5.418821
81, 2024/3/28 23:00:49, 80.17, 29.29,20.09,19.98,--,--,--,--,--,22.05,23.12, 19.98, 29.29, 9.31, 5.343661
82, 2024/3/28 23:00:50, 81.17, 29.40,20.12,19.92,--,--,--,--,--,22.04,23.15, 19.92, 29.40, 9.48, 5.416468
83, 2024/3/28 23:00:51, 82.17, 29.40,20.06,19.90,--,--,--,--,--,22.04,23.12, 19.90, 29.40, 9.50, 5.439228
84, 2024/3/28 23:00:52, 83.17, 29.41,20.07,19.87,--,--,--,--,--,22.04,23.12, 19.87, 29.41, 9.54, 5.451105
85, 2024/3/28 23:00:53, 84.17, 29.41,20.13,19.88,--,--,--,--,--,22.04,23.14, 19.88, 29.41, 9.53, 5.431419
86, 2024/3/28 23:00:54, 85.17, 29.42,20.10,19.86,--,--,--,--,--,22.03,23.13, 19.86, 29.42, 9.56, 5.451505
87, 2024/3/28 23:00:55, 86.18, 29.38,20.10,19.95,--,--,--,--,--,22.04,23.14, 19.95, 29.38, 9.43, 5.401630
88, 2024/3/28 23:00:56, 87.17, 29.38,20.13,19.97,--,--,--,--,--,22.04,23.16, 19.97, 29.38, 9.41, 5.387270
89, 2024/3/28 23:00:57, 88.18, 29.27,20.15,19.98,--,--,--,--,--,22.05,23.13, 19.98, 29.27, 9.29, 5.315189
90, 2024/3/28 23:00:58, 89.18, 29.31,20.12,20.07,--,--,--,--,--,22.05,23.17, 20.07, 29.31, 9.24, 5.320340
91, 2024/3/28 23:00:59, 90.18, 29.34,20.14,20.08,--,--,--,--,--,22.05,23.19, 20.08, 29.34, 9.26, 5.329028
92, 2024/3/28 23:01:00, 91.18, 29.38,20.09,20.07,--,--,--,--,--,22.04,23.18, 20.07, 29.38, 9.31, 5.369365
93, 2024/3/28 23:01:01, 92.18, 29.36,20.12,20.06,--,--,--,--,--,22.05,23.18, 20.06, 29.36, 9.30, 5.352120
94, 2024/3/28 23:01:02, 93.18, 29.43,20.13,20.08,--,--,--,--,--,22.04,23.21, 20.08, 29.43, 9.35, 5.383850
95, 2024/3/28 23:01:03, 94.19, 29.39,20.10,20.07,--,--,--,--,--,22.03,23.19, 20.07, 29.39, 9.32, 5.372264
96, 2024/3/28 23:01:04, 95.19, 29.40,20.13,20.09,--,--,--,--,--,22.04,23.21, 20.09, 29.40, 9.31, 5.363621
97, 2024/3/28 23:01:05, 96.19, 29.42,20.16,20.12,--,--,--,--,--,22.06,23.23, 20.12, 29.42, 9.30, 5.357846
98, 2024/3/28 23:01:06, 97.19, 29.36,20.16,20.07,--,--,--,--,--,22.03,23.20, 20.07, 29.36, 9.29, 5.337795
99, 2024/3/28 23:01:07, 98.19, 29.45,20.15,20.04,--,--,--,--,--,22.04,23.21, 20.04, 29.45, 9.41, 5.401392
100, 2024/3/28 23:01:08, 99.19, 29.48,20.14,19.88,--,--,--,--,--,22.05,23.17, 19.88, 29.48, 9.60, 5.469052
101, 2024/3/28 23:01:09, 100.19, 29.49,20.13,19.65,--,--,--,--,--,22.04,23.09, 19.65, 29.49, 9.84, 5.547757
102, 2024/3/28 23:01:10, 101.19, 29.47,20.08,19.60,--,--,--,--,--,22.03,23.05, 19.60, 29.47, 9.87, 5.565058
103, 2024/3/28 23:01:11, 102.20, 29.51,20.15,19.55,--,--,--,--,--,22.04,23.07, 19.55, 29.51, 9.96, 5.585267
104, 2024/3/28 23:01:12, 103.20, 29.46,20.16,19.59,--,--,--,--,--,22.05,23.07, 19.59, 29.46, 9.87, 5.541235
105, 2024/3/28 23:01:13, 104.20, 29.50,20.15,19.59,--,--,--,--,--,22.05,23.08, 19.59, 29.50, 9.91, 5.566929
106, 2024/3/28 23:01:15, 105.20, 29.50,20.12,19.61,--,--,--,--,--,22.04,23.08, 19.61, 29.50, 9.89, 5.568611
107, 2024/3/28 23:01:16, 106.20, 29.45,20.16,19.57,--,--,--,--,--,22.04,23.06, 19.57, 29.45, 9.88, 5.541761
108, 2024/3/28 23:01:17, 107.20, 29.45,20.13,19.55,--,--,--,--,--,22.03,23.04, 19.55, 29.45, 9.90, 5.555911
109, 2024/3/28 23:01:18, 108.21, 29.47,20.15,19.63,--,--,--,--,--,22.05,23.08, 19.63, 29.47, 9.84, 5.537122
110, 2024/3/28 23:01:19, 109.21, 29.47,20.19,19.68,--,--,--,--,--,22.04,23.11, 19.68, 29.47, 9.79, 5.510935
111, 2024/3/28 23:01:20, 110.21, 29.50,20.12,19.70,--,--,--,--,--,22.04,23.11, 19.70, 29.50, 9.80, 5.540769
112, 2024/3/28 23:01:21, 111.21, 29.50,20.15,19.78,--,--,--,--,--,22.04,23.14, 19.78, 29.50, 9.72, 5.508142
113, 2024/3/28 23:01:22, 112.21, 29.48,20.12,19.82,--,--,--,--,--,22.03,23.14, 19.82, 29.48, 9.66, 5.492649
114, 2024/3/28 23:01:23, 113.21, 29.47,20.17,19.89,--,--,--,--,--,22.05,23.18, 19.89, 29.47, 9.58, 5.451982
115, 2024/3/28 23:01:24, 114.21, 29.52,20.18,19.93,--,--,--,--,--,22.04,23.21, 19.93, 29.52, 9.59, 5.466051
116, 2024/3/28 23:01:25, 115.21, 29.50,20.19,19.95,--,--,--,--,--,22.05,23.21, 19.95, 29.50, 9.55, 5.445735
117, 2024/3/28 23:01:26, 116.22, 29.52,20.21,19.83,--,--,--,--,--,22.04,23.19, 19.83, 29.52, 9.69, 5.488117
118, 2024/3/28 23:01:27, 117.22, 29.55,20.20,19.79,--,--,--,--,--,22.04,23.18, 19.79, 29.55, 9.76, 5.520389
119, 2024/3/28 23:01:28, 118.22, 29.57,20.19,19.77,--,--,--,--,--,22.05,23.18, 19.77, 29.57, 9.80, 5.540769
120, 2024/3/28 23:01:29, 119.22, 29.59,20.20,19.76,--,--,--,--,--,22.04,23.18, 19.76, 29.59, 9.83, 5.552697
121, 2024/3/28 23:01:30, 120.22, 29.48,20.24,19.67,--,--,--,--,--,22.04,23.13, 19.67, 29.48, 9.81, 5.506641
122, 2024/3/28 23:01:31, 121.22, 29.57,20.21,19.68,--,--,--,--,--,22.05,23.15, 19.68, 29.57, 9.89, 5.563311
123, 2024/3/28 23:01:32, 122.23, 29.55,20.22,19.66,--,--,--,--,--,22.04,23.14, 19.66, 29.55, 9.89, 5.555396
124, 2024/3/28 23:01:33, 123.23, 29.52,20.19,19.66,--,--,--,--,--,22.04,23.12, 19.66, 29.52, 9.86, 5.546010
125, 2024/3/28 23:01:34, 124.23, 29.57,20.24,19.61,--,--,--,--,--,22.03,23.14, 19.61, 29.57, 9.96, 5.577446
126, 2024/3/28 23:01:35, 125.23, 29.55,20.25,19.61,--,--,--,--,--,22.05,23.14, 19.61, 29.55, 9.94, 5.563320
127, 2024/3/28 23:01:36, 126.23, 29.59,20.23,19.64,--,--,--,--,--,22.03,23.15, 19.64, 29.59, 9.95, 5.582118
128, 2024/3/28 23:01:37, 127.23, 29.52,20.25,19.66,--,--,--,--,--,22.04,23.14, 19.66, 29.52, 9.86, 5.530229
129, 2024/3/28 23:01:38, 128.23, 29.51,20.24,19.67,--,--,--,--,--,22.03,23.14, 19.67, 29.51, 9.84, 5.523938
130, 2024/3/28 23:01:39, 129.24, 29.49,20.22,19.74,--,--,--,--,--,22.03,23.15, 19.74, 29.49, 9.75, 5.495844
131, 2024/3/28 23:01:40, 130.24, 29.48,20.27,19.75,--,--,--,--,--,22.04,23.17, 19.75, 29.48, 9.73, 5.473685
132, 2024/3/28 23:01:41, 131.24, 29.55,20.26,19.66,--,--,--,--,--,22.03,23.16, 19.66, 29.55, 9.89, 5.544910
133, 2024/3/28 23:01:42, 132.24, 29.57,20.27,19.61,--,--,--,--,--,22.03,23.15, 19.61, 29.57, 9.96, 5.569668
134, 2024/3/28 23:01:43, 133.24, 29.56,20.27,19.65,--,--,--,--,--,22.05,23.16, 19.65, 29.56, 9.91, 5.551226
135, 2024/3/28 23:01:44, 134.24, 29.62,20.24,19.65,--,--,--,--,--,22.04,23.17, 19.65, 29.62, 9.97, 5.593648
136, 2024/3/28 23:01:45, 135.24, 29.64,20.28,19.69,--,--,--,--,--,22.04,23.20, 19.69, 29.64, 9.95, 5.582116
137, 2024/3/28 23:01:46, 136.24, 29.61,20.27,19.68,--,--,--,--,--,22.04,23.19, 19.68, 29.61, 9.93, 5.570586
138, 2024/3/28 23:01:47, 137.24, 29.60,20.27,19.68,--,--,--,--,--,22.03,23.18, 19.68, 29.60, 9.92, 5.564821
139, 2024/3/28 23:01:48, 138.25, 29.60,20.27,19.70,--,--,--,--,--,22.04,23.19, 19.70, 29.60, 9.90, 5.558535
140, 2024/3/28 23:01:49, 139.25, 29.62,20.28,19.68,--,--,--,--,--,22.04,23.19, 19.68, 29.62, 9.94, 5.573735
141, 2024/3/28 23:01:50, 140.25, 29.63,20.28,19.69,--,--,--,--,--,22.05,23.20, 19.69, 29.63, 9.94, 5.576350
142, 2024/3/28 23:01:51, 141.25, 29.67,20.30,19.78,--,--,--,--,--,22.05,23.25, 19.78, 29.67, 9.89, 5.565958
143, 2024/3/28 23:01:52, 142.25, 29.69,20.29,19.88,--,--,--,--,--,22.05,23.29, 19.88, 29.69, 9.81, 5.549238
144, 2024/3/28 23:01:53, 143.25, 29.68,20.31,19.93,--,--,--,--,--,22.05,23.31, 19.93, 29.68, 9.75, 5.522738
145, 2024/3/28 23:01:54, 144.26, 29.66,20.31,19.96,--,--,--,--,--,22.04,23.31, 19.96, 29.66, 9.70, 5.502043
146, 2024/3/28 23:01:55, 145.26, 29.69,20.27,19.96,--,--,--,--,--,22.04,23.31, 19.96, 29.69, 9.73, 5.530303
147, 2024/3/28 23:01:56, 146.26, 29.63,20.29,19.98,--,--,--,--,--,22.05,23.30, 19.98, 29.63, 9.65, 5.484130
148, 2024/3/28 23:01:57, 147.26, 29.65,20.30,19.91,--,--,--,--,--,22.04,23.29, 19.91, 29.65, 9.74, 5.514257
149, 2024/3/28 23:01:58, 148.26, 29.67,20.26,19.80,--,--,--,--,--,22.03,23.24, 19.80, 29.67, 9.87, 5.570408
150, 2024/3/28 23:01:59, 149.26, 29.71,20.28,19.79,--,--,--,--,--,22.05,23.26, 19.79, 29.71, 9.92, 5.591233
151, 2024/3/28 23:02:00, 150.26, 29.68,20.22,19.82,--,--,--,--,--,22.04,23.24, 19.82, 29.68, 9.86, 5.580788
152, 2024/3/28 23:02:01, 151.26, 29.70,20.26,19.86,--,--,--,--,--,22.04,23.27, 19.86, 29.70, 9.84, 5.569249
153, 2024/3/28 23:02:02, 152.27, 29.72,20.28,19.86,--,--,--,--,--,22.03,23.29, 19.86, 29.72, 9.86, 5.575387
154, 2024/3/28 23:02:03, 153.27, 29.68,20.28,19.92,--,--,--,--,--,22.04,23.29, 19.92, 29.68, 9.76, 5.533944
155, 2024/3/28 23:02:04, 154.27, 29.68,20.31,19.86,--,--,--,--,--,22.04,23.28, 19.86, 29.68, 9.82, 5.544242
156, 2024/3/28 23:02:05, 155.27, 29.68,20.31,19.84,--,--,--,--,--,22.03,23.28, 19.84, 29.68, 9.84, 5.550426
157, 2024/3/28 23:02:06, 156.27, 29.65,20.30,19.80,--,--,--,--,--,22.03,23.25, 19.80, 29.65, 9.85, 5.548199
158, 2024/3/28 23:02:07, 157.27, 29.66,20.31,19.85,--,--,--,--,--,22.04,23.27, 19.85, 29.66, 9.81, 5.535795
159, 2024/3/28 23:02:08, 158.28, 29.71,20.30,19.92,--,--,--,--,--,22.05,23.31, 19.92, 29.71, 9.79, 5.545816
160, 2024/3/28 23:02:09, 159.27, 29.68,20.27,19.97,--,--,--,--,--,22.03,23.31, 19.97, 29.68, 9.71, 5.521506
161, 2024/3/28 23:02:10, 160.28, 29.71,20.30,20.01,--,--,--,--,--,22.04,23.34, 20.01, 29.71, 9.70, 5.518486
162, 2024/3/28 23:02:11, 161.28, 29.68,20.33,20.04,--,--,--,--,--,22.04,23.35, 20.04, 29.68, 9.64, 5.483857
163, 2024/3/28 23:02:12, 162.28, 29.64,20.34,20.03,--,--,--,--,--,22.05,23.34, 20.03, 29.64, 9.61, 5.461045
164, 2024/3/28 23:02:13, 163.28, 29.63,20.32,20.02,--,--,--,--,--,22.04,23.32, 20.02, 29.63, 9.61, 5.463790
165, 2024/3/28 23:02:14, 164.28, 29.58,20.33,20.08,--,--,--,--,--,22.05,23.33, 20.08, 29.58, 9.50, 5.414101
166, 2024/3/28 23:02:15, 165.28, 29.54,20.33,19.96,--,--,--,--,--,22.04,23.28, 19.96, 29.54, 9.58, 5.427359
167, 2024/3/28 23:02:16, 166.28, 29.59,20.33,19.90,--,--,--,--,--,22.03,23.27, 19.90, 29.59, 9.69, 5.474617
168, 2024/3/28 23:02:17, 167.29, 29.62,20.33,19.93,--,--,--,--,--,22.04,23.29, 19.93, 29.62, 9.69, 5.482703
169, 2024/3/28 23:02:18, 168.29, 29.59,20.34,19.95,--,--,--,--,--,22.05,23.29, 19.95, 29.59, 9.64, 5.456559
170, 2024/3/28 23:02:19, 169.29, 29.62,20.35,19.97,--,--,--,--,--,22.03,23.31, 19.97, 29.62, 9.65, 5.465037
171, 2024/3/28 23:02:20, 170.29, 29.60,20.33,20.01,--,--,--,--,--,22.04,23.31, 20.01, 29.60, 9.59, 5.446764
172, 2024/3/28 23:02:21, 171.29, 29.60,20.35,20.01,--,--,--,--,--,22.03,23.32, 20.01, 29.60, 9.59, 5.441297
173, 2024/3/28 23:02:22, 172.29, 29.57,20.35,20.01,--,--,--,--,--,22.05,23.31, 20.01, 29.57, 9.56, 5.423985
174, 2024/3/28 23:02:23, 173.29, 29.55,20.35,19.94,--,--,--,--,--,22.03,23.28, 19.94, 29.55, 9.61, 5.433847
175, 2024/3/28 23:02:24, 174.30, 29.54,20.41,19.93,--,--,--,--,--,22.05,23.29, 19.93, 29.54, 9.61, 5.415093
176, 2024/3/28 23:02:25, 175.30, 29.55,20.43,20.00,--,--,--,--,--,22.03,23.33, 20.00, 29.55, 9.55, 5.393851
177, 2024/3/28 23:02:26, 176.30, 29.59,20.46,20.03,--,--,--,--,--,22.04,23.36, 20.03, 29.59, 9.56, 5.399621
178, 2024/3/28 23:02:27, 177.30, 29.58,20.50,20.16,--,--,--,--,--,22.03,23.41, 20.16, 29.58, 9.42, 5.343194
179, 2024/3/28 23:02:28, 178.30, 29.56,20.55,20.17,--,--,--,--,--,22.04,23.43, 20.17, 29.56, 9.39, 5.315019
180, 2024/3/28 23:02:29, 179.30, 29.46,20.55,20.18,--,--,--,--,--,22.04,23.40, 20.18, 29.46, 9.28, 5.254258
181, 2024/3/28 23:02:30, 180.31, 29.37,20.59,20.14,--,--,--,--,--,22.04,23.37, 20.14, 29.37, 9.23, 5.203905
182, 2024/3/28 23:02:31, 181.31, 29.24,20.60,20.16,--,--,--,--,--,22.04,23.33, 20.16, 29.24, 9.08, 5.120053
183, 2024/3/28 23:02:32, 182.31, 29.29,20.67,20.15,--,--,--,--,--,22.04,23.37, 20.15, 29.29, 9.14, 5.133461
184, 2024/3/28 23:02:33, 183.31, 29.37,20.73,20.17,--,--,--,--,--,22.04,23.42, 20.17, 29.37, 9.20, 5.157569
185, 2024/3/28 23:02:34, 184.31, 29.38,20.71,20.17,--,--,--,--,--,22.03,23.42, 20.17, 29.38, 9.21, 5.168566
186, 2024/3/28 23:02:35, 185.31, 29.38,20.70,20.15,--,--,--,--,--,22.03,23.41, 20.15, 29.38, 9.23, 5.177478
187, 2024/3/28 23:02:36, 186.31, 29.42,20.70,20.16,--,--,--,--,--,22.03,23.43, 20.16, 29.42, 9.26, 5.197395
188, 2024/3/28 23:02:37, 187.31, 29.40,20.69,20.23,--,--,--,--,--,22.04,23.44, 20.23, 29.40, 9.17, 5.166632
189, 2024/3/28 23:02:38, 188.32, 29.38,20.68,20.18,--,--,--,--,--,22.04,23.41, 20.18, 29.38, 9.20, 5.173328
190, 2024/3/28 23:02:39, 189.32, 29.38,20.65,20.16,--,--,--,--,--,22.04,23.40, 20.16, 29.38, 9.22, 5.187506
