Index, Time, t(seconds), T1,T2,T3,T4,T5,T6,T7,T8,Tenv,Tavg,Tmin,Tmax,Trange,Tsigma
420, 2024/3/28 23:06:29, 419.64, 29.30,20.88,19.68,--,--,--,--,--,22.04,23.29, 19.68, 29.30, 9.62, 5.242147
421, 2024/3/28 23:06:30, 420.64, 29.15,20.88,19.64,--,--,--,--,--,22.03,23.22, 19.64, 29.15, 9.51, 5.169955
422, 2024/3/28 23:06:31, 421.64, 29.15,20.89,19.67,--,--,--,--,--,22.02,23.24, 19.67, 29.15, 9.48, 5.157298
423, 2024/3/28 23:06:32, 422.64, 29.18,20.89,19.65,--,--,--,--,--,22.01,23.24, 19.65, 29.18, 9.53, 5.181419
424, 2024/3/28 23:06:33, 423.64, 29.24,20.89,19.66,--,--,--,--,--,22.03,23.26, 19.66, 29.24, 9.58, 5.212354
425, 2024/3/28 23:06:34, 424.64, 29.24,20.90,19.61,--,--,--,--,--,22.03,23.25, 19.61, 29.24, 9.63, 5.227438
426, 2024/3/28 23:06:35, 425.64, 29.27,20.86,19.60,--,--,--,--,--,22.02,23.24, 19.60, 29.27, 9.67, 5.257130
427, 2024/3/28 23:06:36, 426.65, 29.33,20.89,19.64,--,--,--,--,--,22.03,23.29, 19.64, 29.33, 9.69, 5.270867
428, 2024/3/28 23:06:37, 427.65, 29.30,20.89,19.65,--,--,--,--,--,22.03,23.28, 19.65, 29.30, 9.65, 5.250208
429, 2024/3/28 23:06:38, 428.65, 29.21,20.88,19.69,--,--,--,--,--,22.02,23.26, 19.69, 29.21, 9.52, 5.187089
430, 2024/3/28 23:06:39, 429.65, 29.21,20.91,19.78,--,--,--,--,--,22.03,23.30, 19.78, 29.21, 9.43, 5.149300
431, 2024/3/28 23:06:40, 430.65, 29.13,20.91,19.83,--,--,--,--,--,22.02,23.29, 19.83, 29.13, 9.30, 5.086332
432, 2024/3/28 23:06:41, 431.65, 29.06,20.92,19.84,--,--,--,--,--,22.03,23.27, 19.84, 29.06, 9.22, 5.040410
433, 2024/3/28 23:06:42, 432.66, 29.16,20.90,19.80,--,--,--,--,--,22.02,23.29, 19.80, 29.16, 9.36, 5.116107
434, 2024/3/28 23:06:43, 433.66, 29.18,20.93,19.88,--,--,--,--,--,22.03,23.33, 19.88, 29.18, 9.30, 5.093378
435, 2024/3/28 23:06:44, 434.66, 29.15,20.95,19.89,--,--,--,--,--,22.03,23.33, 19.89, 29.15, 9.26, 5.068056
436, 2024/3/28 23:06:45, 435.66, 29.18,20.93,19.83,--,--,--,--,--,22.02,23.31, 19.83, 29.18, 9.35, 5.110364
437, 2024/3/28 23:06:46, 436.66, 29.19,20.99,19.75,--,--,--,--,--,22.02,23.31, 19.75, 29.19, 9.44, 5.129835
438, 2024/3/28 23:06:47, 437.66, 29.20,20.97,19.74,--,--,--,--,--,22.02,23.30, 19.74, 29.20, 9.46, 5.143562
439, 2024/3/28 23:06:48, 438.66, 29.21,20.93,19.80,--,--,--,--,--,22.02,23.31, 19.80, 29.21, 9.41, 5.137825
440, 2024/3/28 23:06:49, 439.66, 29.29,20.92,19.80,--,--,--,--,--,22.03,23.34, 19.80, 29.29, 9.49, 5.186063
441, 2024/3/28 23:06:50, 440.67, 29.30,20.94,19.85,--,--,--,--,--,22.03,23.36, 19.85, 29.30, 9.45, 5.170107
442, 2024/3/28 23:06:51, 441.67, 29.33,20.99,19.84,--,--,--,--,--,22.03,23.39, 19.84, 29.33, 9.49, 5.179096
443, 2024/3/28 23:06:52, 442.67, 29.32,20.93,19.92,--,--,--,--,--,22.03,23.39, 19.92, 29.32, 9.40, 5.160298
444, 2024/3/28 23:06:53, 443.67, 29.37,20.91,19.92,--,--,--,--,--,22.02,23.40, 19.92, 29.37, 9.45, 5.193812
445, 2024/3/28 23:06:54, 444.67, 29.32,20.94,19.97,--,--,--,--,--,22.02,23.41, 19.97, 29.32, 9.35, 5.141136
446, 2024/3/28 23:06:55, 445.67, 29.36,20.95,19.92,--,--,--,--,--,22.03,23.41, 19.92, 29.36, 9.44, 5.178523
447, 2024/3/28 23:06:56, 446.68, 29.35,20.96,19.92,--,--,--,--,--,22.02,23.41, 19.92, 29.35, 9.43, 5.170407
448, 2024/3/28 23:06:57, 447.67, 29.38,20.94,19.94,--,--,--,--,--,22.02,23.42, 19.94, 29.38, 9.44, 5.185669
449, 2024/3/28 23:06:58, 448.68, 29.42,20.96,19.94,--,--,--,--,--,22.02,23.44, 19.94, 29.42, 9.48, 5.203881
450, 2024/3/28 23:06:59, 449.68, 29.48,20.97,19.96,--,--,--,--,--,22.03,23.47, 19.96, 29.48, 9.52, 5.229254
451, 2024/3/28 23:07:00, 450.68, 29.44,21.00,19.92,--,--,--,--,--,22.03,23.45, 19.92, 29.44, 9.52, 5.212651
452, 2024/3/28 23:07:01, 451.68, 29.38,21.00,19.87,--,--,--,--,--,22.03,23.42, 19.87, 29.38, 9.51, 5.195210
453, 2024/3/28 23:07:02, 452.68, 29.38,20.98,19.80,--,--,--,--,--,22.02,23.39, 19.80, 29.38, 9.58, 5.223803
454, 2024/3/28 23:07:03, 453.68, 29.39,21.00,19.81,--,--,--,--,--,22.03,23.40, 19.81, 29.39, 9.58, 5.221501
455, 2024/3/28 23:07:04, 454.69, 29.28,21.00,19.84,--,--,--,--,--,22.03,23.37, 19.84, 29.28, 9.44, 5.148099
456, 2024/3/28 23:07:05, 455.69, 29.21,20.98,19.85,--,--,--,--,--,22.04,23.35, 19.85, 29.21, 9.36, 5.109132
457, 2024/3/28 23:07:06, 456.69, 29.25,20.98,19.83,--,--,--,--,--,22.03,23.35, 19.83, 29.25, 9.42, 5.138932
458, 2024/3/28 23:07:07, 457.69, 29.30,20.97,19.88,--,--,--,--,--,22.02,23.38, 19.88, 29.30, 9.42, 5.152884
459, 2024/3/28 23:07:08, 458.69, 29.25,20.99,19.91,--,--,--,--,--,22.02,23.38, 19.91, 29.25, 9.34, 5.109298
460, 2024/3/28 23:07:09, 459.69, 29.21,21.00,19.92,--,--,--,--,--,22.02,23.38, 19.92, 29.21, 9.29, 5.080594
461, 2024/3/28 23:07:10, 460.69, 29.18,20.98,19.93,--,--,--,--,--,22.02,23.36, 19.93, 29.18, 9.25, 5.064665
462, 2024/3/28 23:07:11, 461.69, 29.16,20.97,19.92,--,--,--,--,--,22.02,23.35, 19.92, 29.16, 9.24, 5.058923
463, 2024/3/28 23:07:12, 462.70, 29.14,20.97,19.94,--,--,--,--,--,22.02,23.35, 19.94, 29.14, 9.20, 5.040665
464, 2024/3/28 23:07:13, 463.70, 29.13,20.98,19.92,--,--,--,--,--,22.02,23.34, 19.92, 29.13, 9.21, 5.039346
465, 2024/3/28 23:07:14, 464.70, 29.18,20.96,19.90,--,--,--,--,--,22.03,23.35, 19.90, 29.18, 9.28, 5.079541
466, 2024/3/28 23:07:15, 465.70, 29.18,21.00,19.88,--,--,--,--,--,22.03,23.35, 19.88, 29.18, 9.30, 5.077020
467, 2024/3/28 23:07:16, 466.70, 29.16,21.00,19.86,--,--,--,--,--,22.02,23.34, 19.86, 29.16, 9.30, 5.072396
468, 2024/3/28 23:07:17, 467.70, 29.21,20.99,19.82,--,--,--,--,--,22.02,23.34, 19.82, 29.21, 9.39, 5.117118
469, 2024/3/28 23:07:18, 468.71, 29.16,20.96,19.78,--,--,--,--,--,22.03,23.30, 19.78, 29.16, 9.38, 5.109090
470, 2024/3/28 23:07:19, 469.71, 29.14,20.94,19.77,--,--,--,--,--,22.02,23.28, 19.77, 29.14, 9.37, 5.105647
471, 2024/3/28 23:07:20, 470.71, 29.18,20.91,19.81,--,--,--,--,--,22.02,23.30, 19.81, 29.18, 9.37, 5.121845
472, 2024/3/28 23:07:21, 471.71, 29.17,20.91,19.83,--,--,--,--,--,22.01,23.30, 19.83, 29.17, 9.34, 5.109298
473, 2024/3/28 23:07:22, 472.71, 29.22,20.95,19.83,--,--,--,--,--,22.03,23.33, 19.83, 29.22, 9.39, 5.128666
474, 2024/3/28 23:07:23, 473.71, 29.26,20.93,19.77,--,--,--,--,--,22.02,23.32, 19.77, 29.26, 9.49, 5.176783
475, 2024/3/28 23:07:24, 474.71, 29.26,20.95,19.83,--,--,--,--,--,22.01,23.35, 19.83, 29.26, 9.43, 5.151622
476, 2024/3/28 23:07:25, 475.71, 29.28,20.98,19.86,--,--,--,--,--,22.02,23.37, 19.86, 29.28, 9.42, 5.145884
477, 2024/3/28 23:07:26, 476.72, 29.28,20.95,19.85,--,--,--,--,--,22.01,23.36, 19.85, 29.28, 9.43, 5.156287
478, 2024/3/28 23:07:27, 477.72, 29.28,20.97,19.79,--,--,--,--,--,22.03,23.35, 19.79, 29.28, 9.49, 5.172178
479, 2024/3/28 23:07:28, 478.72, 29.31,21.00,19.78,--,--,--,--,--,22.02,23.36, 19.78, 29.31, 9.53, 5.185963
480, 2024/3/28 23:07:29, 479.72, 29.28,20.96,19.81,--,--,--,--,--,22.01,23.35, 19.81, 29.28, 9.47, 5.167620
481, 2024/3/28 23:07:30, 480.72, 29.25,21.00,19.81,--,--,--,--,--,22.02,23.35, 19.81, 29.25, 9.44, 5.141209
482, 2024/3/28 23:07:31, 481.72, 29.24,21.00,19.81,--,--,--,--,--,22.01,23.35, 19.81, 29.24, 9.43, 5.135475
483, 2024/3/28 23:07:32, 482.73, 29.28,20.97,19.83,--,--,--,--,--,22.01,23.36, 19.83, 29.28, 9.45, 5.158458
484, 2024/3/28 23:07:33, 483.72, 29.29,20.97,19.80,--,--,--,--,--,22.02,23.35, 19.80, 29.29, 9.49, 5.174481
485, 2024/3/28 23:07:34, 484.73, 29.26,20.96,19.78,--,--,--,--,--,22.02,23.33, 19.78, 29.26, 9.48, 5.166441
486, 2024/3/28 23:07:35, 485.73, 29.28,20.96,19.83,--,--,--,--,--,22.03,23.36, 19.83, 29.28, 9.45, 5.160778
487, 2024/3/28 23:07:36, 486.73, 29.29,20.97,19.82,--,--,--,--,--,22.02,23.36, 19.82, 29.29, 9.47, 5.167623
488, 2024/3/28 23:07:37, 487.73, 29.27,20.97,19.83,--,--,--,--,--,22.02,23.36, 19.83, 29.27, 9.44, 5.152720
489, 2024/3/28 23:07:38, 488.73, 29.29,20.97,19.77,--,--,--,--,--,22.02,23.34, 19.77, 29.29, 9.52, 5.184799
490, 2024/3/28 23:07:39, 489.73, 29.27,21.00,19.72,--,--,--,--,--,22.01,23.33, 19.72, 29.27, 9.55, 5.183850
491, 2024/3/28 23:07:40, 490.73, 29.26,20.96,19.72,--,--,--,--,--,22.01,23.31, 19.72, 29.26, 9.54, 5.187150
492, 2024/3/28 23:07:41, 491.74, 29.29,20.94,19.65,--,--,--,--,--,22.01,23.29, 19.65, 29.29, 9.64, 5.233168
493, 2024/3/28 23:07:42, 492.74, 29.25,21.00,19.72,--,--,--,--,--,22.01,23.32, 19.72, 29.25, 9.53, 5.172392
494, 2024/3/28 23:07:43, 493.74, 29.25,20.99,19.77,--,--,--,--,--,22.02,23.34, 19.77, 29.25, 9.48, 5.157298
495, 2024/3/28 23:07:44, 494.74, 29.30,20.92,19.76,--,--,--,--,--,22.02,23.33, 19.76, 29.30, 9.54, 5.205469
496, 2024/3/28 23:07:45, 495.74, 29.30,20.96,19.72,--,--,--,--,--,22.01,23.33, 19.72, 29.30, 9.58, 5.210080
497, 2024/3/28 23:07:46, 496.74, 29.29,20.97,19.86,--,--,--,--,--,22.03,23.37, 19.86, 29.29, 9.43, 5.153955
498, 2024/3/28 23:07:47, 497.74, 29.27,20.96,19.85,--,--,--,--,--,22.01,23.36, 19.85, 29.27, 9.42, 5.148213
499, 2024/3/28 23:07:48, 498.75, 29.32,20.95,19.81,--,--,--,--,--,22.02,23.36, 19.81, 29.32, 9.51, 5.192887
500, 2024/3/28 23:07:49, 499.75, 29.33,20.96,19.80,--,--,--,--,--,22.03,23.36, 19.80, 29.33, 9.53, 5.199735
501, 2024/3/28 23:07:50, 500.75, 29.28,21.02,19.86,--,--,--,--,--,22.02,23.39, 19.86, 29.28, 9.42, 5.136626
502, 2024/3/28 23:07:51, 501.75, 29.28,21.00,19.90,--,--,--,--,--,22.01,23.39, 19.90, 29.28, 9.38, 5.127585
503, 2024/3/28 23:07:52, 502.75, 29.26,21.03,19.94,--,--,--,--,--,22.02,23.41, 19.94, 29.26, 9.32, 5.095476
504, 2024/3/28 23:07:53, 503.75, 29.31,21.05,19.90,--,--,--,--,--,22.03,23.42, 19.90, 29.31, 9.41, 5.133195
505, 2024/3/28 23:07:54, 504.75, 29.21,20.99,19.72,--,--,--,--,--,22.00,23.31, 19.72, 29.21, 9.49, 5.151722
506, 2024/3/28 23:07:55, 505.76, 29.17,21.02,19.69,--,--,--,--,--,22.02,23.29, 19.69, 29.17, 9.48, 5.132605
507, 2024/3/28 23:07:56, 506.76, 29.18,21.05,19.72,--,--,--,--,--,22.01,23.32, 19.72, 29.18, 9.46, 5.121157
508, 2024/3/28 23:07:57, 507.76, 29.23,21.06,19.73,--,--,--,--,--,22.02,23.34, 19.73, 29.23, 9.50, 5.144056
509, 2024/3/28 23:07:58, 508.76, 29.23,21.03,19.78,--,--,--,--,--,22.02,23.35, 19.78, 29.23, 9.45, 5.133305
510, 2024/3/28 23:07:59, 509.76, 29.19,20.99,19.82,--,--,--,--,--,22.01,23.33, 19.82, 29.19, 9.37, 5.105649
511, 2024/3/28 23:08:00, 510.76, 29.16,21.03,19.81,--,--,--,--,--,22.02,23.33, 19.81, 29.16, 9.35, 5.082778
512, 2024/3/28 23:08:01, 511.76, 29.18,20.99,19.83,--,--,--,--,--,22.02,23.33, 19.83, 29.18, 9.35, 5.096471
513, 2024/3/28 23:08:02, 512.77, 29.16,21.05,19.80,--,--,--,--,--,22.02,23.34, 19.80, 29.16, 9.36, 5.081737
514, 2024/3/28 23:08:03, 513.77, 29.10,21.00,19.72,--,--,--,--,--,22.00,23.27, 19.72, 29.10, 9.38, 5.086466
515, 2024/3/28 23:08:04, 514.77, 28.99,21.05,19.70,--,--,--,--,--,22.02,23.25, 19.70, 28.99, 9.29, 5.019466
516, 2024/3/28 23:08:05, 515.77, 29.02,21.04,19.70,--,--,--,--,--,22.02,23.25, 19.70, 29.02, 9.32, 5.038821
517, 2024/3/28 23:08:06, 516.77, 29.05,21.06,19.70,--,--,--,--,--,22.02,23.27, 19.70, 29.05, 9.35, 5.051604
518, 2024/3/28 23:08:07, 517.77, 28.98,21.06,19.67,--,--,--,--,--,22.02,23.24, 19.67, 28.98, 9.31, 5.022196
519, 2024/3/28 23:08:08, 518.78, 28.95,21.02,19.66,--,--,--,--,--,22.01,23.21, 19.66, 28.95, 9.29, 5.017281
520, 2024/3/28 23:08:09, 519.78, 29.00,21.05,19.59,--,--,--,--,--,22.00,23.21, 19.59, 29.00, 9.41, 5.064290
521, 2024/3/28 23:08:10, 520.78, 29.05,21.05,19.56,--,--,--,--,--,22.02,23.22, 19.56, 29.05, 9.49, 5.103597
522, 2024/3/28 23:08:11, 521.78, 29.08,21.07,19.49,--,--,--,--,--,22.02,23.21, 19.49, 29.08, 9.59, 5.141735
523, 2024/3/28 23:08:12, 522.78, 29.09,21.06,19.49,--,--,--,--,--,22.01,23.21, 19.49, 29.09, 9.60, 5.149527
524, 2024/3/28 23:08:13, 523.78, 29.16,21.07,19.43,--,--,--,--,--,22.01,23.22, 19.43, 29.16, 9.73, 5.209136
525, 2024/3/28 23:08:14, 524.78, 29.22,21.10,19.43,--,--,--,--,--,22.02,23.25, 19.43, 29.22, 9.79, 5.237164
526, 2024/3/28 23:08:15, 525.78, 29.21,21.07,19.51,--,--,--,--,--,22.01,23.26, 19.51, 29.21, 9.70, 5.208698
527, 2024/3/28 23:08:16, 526.78, 29.21,21.06,19.62,--,--,--,--,--,22.01,23.30, 19.62, 29.21, 9.59, 5.171463
528, 2024/3/28 23:08:17, 527.79, 29.18,21.06,19.67,--,--,--,--,--,22.02,23.30, 19.67, 29.18, 9.51, 5.136579
529, 2024/3/28 23:08:18, 528.79, 29.29,21.10,19.70,--,--,--,--,--,22.03,23.36, 19.70, 29.29, 9.59, 5.180159
530, 2024/3/28 23:08:19, 529.79, 29.21,21.10,19.73,--,--,--,--,--,22.01,23.35, 19.73, 29.21, 9.48, 5.123792
531, 2024/3/28 23:08:20, 530.79, 29.24,21.04,19.72,--,--,--,--,--,22.01,23.33, 19.72, 29.24, 9.52, 5.157727
532, 2024/3/28 23:08:21, 531.79, 29.15,21.05,19.68,--,--,--,--,--,22.01,23.29, 19.68, 29.15, 9.47, 5.118069
533, 2024/3/28 23:08:22, 532.79, 29.08,21.05,19.64,--,--,--,--,--,22.01,23.26, 19.64, 29.08, 9.44, 5.092196
534, 2024/3/28 23:08:23, 533.79, 29.15,21.10,19.65,--,--,--,--,--,22.02,23.30, 19.65, 29.15, 9.50, 5.117861
535, 2024/3/28 23:08:24, 534.80, 29.09,21.06,19.67,--,--,--,--,--,22.01,23.27, 19.67, 29.09, 9.42, 5.085099
536, 2024/3/28 23:08:25, 535.80, 29.05,21.08,19.74,--,--,--,--,--,22.02,23.29, 19.74, 29.05, 9.31, 5.033101
537, 2024/3/28 23:08:26, 536.80, 29.11,21.08,19.74,--,--,--,--,--,22.01,23.31, 19.74, 29.11, 9.37, 5.067437
538, 2024/3/28 23:08:27, 537.80, 29.15,21.09,19.76,--,--,--,--,--,22.00,23.33, 19.76, 29.15, 9.39, 5.081086
539, 2024/3/28 23:08:28, 538.80, 29.13,21.11,19.73,--,--,--,--,--,22.02,23.32, 19.73, 29.13, 9.40, 5.075836
540, 2024/3/28 23:08:29, 539.80, 29.06,21.05,19.72,--,--,--,--,--,22.00,23.28, 19.72, 29.06, 9.34, 5.052470
541, 2024/3/28 23:08:30, 540.80, 29.14,21.11,19.77,--,--,--,--,--,22.03,23.34, 19.77, 29.14, 9.37, 5.067434
542, 2024/3/28 23:08:31, 541.81, 29.11,21.05,19.80,--,--,--,--,--,22.01,23.32, 19.80, 29.11, 9.31, 5.053091
543, 2024/3/28 23:08:32, 542.81, 29.16,21.05,19.84,--,--,--,--,--,22.01,23.35, 19.84, 29.16, 9.32, 5.067851
544, 2024/3/28 23:08:33, 543.81, 29.15,21.07,19.81,--,--,--,--,--,22.01,23.34, 19.81, 29.15, 9.34, 5.068029
545, 2024/3/28 23:08:34, 544.81, 29.13,21.07,19.85,--,--,--,--,--,22.00,23.35, 19.85, 29.13, 9.28, 5.042656
546, 2024/3/28 23:08:35, 545.81, 29.13,21.04,19.90,--,--,--,--,--,22.00,23.36, 19.90, 29.13, 9.23, 5.032238
547, 2024/3/28 23:08:36, 546.81, 29.09,21.03,19.88,--,--,--,--,--,21.99,23.33, 19.88, 29.09, 9.21, 5.018468
548, 2024/3/28 23:08:37, 547.81, 29.15,21.04,19.81,--,--,--,--,--,22.01,23.33, 19.81, 29.15, 9.34, 5.074783
549, 2024/3/28 23:08:38, 548.82, 29.19,21.07,19.86,--,--,--,--,--,22.02,23.37, 19.86, 29.19, 9.33, 5.073583
550, 2024/3/28 23:08:39, 549.82, 29.20,21.09,19.79,--,--,--,--,--,22.01,23.36, 19.79, 29.20, 9.41, 5.099185
551, 2024/3/28 23:08:40, 550.82, 29.28,21.05,19.77,--,--,--,--,--,22.01,23.37, 19.77, 29.28, 9.51, 5.160933
552, 2024/3/28 23:08:41, 551.82, 29.26,21.11,19.76,--,--,--,--,--,22.01,23.38, 19.76, 29.26, 9.50, 5.139631
553, 2024/3/28 23:08:42, 552.82, 29.25,21.09,19.78,--,--,--,--,--,22.02,23.37, 19.78, 29.25, 9.47, 5.131319
554, 2024/3/28 23:08:43, 553.82, 29.27,21.07,19.81,--,--,--,--,--,22.01,23.38, 19.81, 29.27, 9.46, 5.136781
555, 2024/3/28 23:08:44, 554.83, 29.24,21.07,19.76,--,--,--,--,--,22.01,23.36, 19.76, 29.24, 9.48, 5.137046
556, 2024/3/28 23:08:45, 555.83, 29.15,21.08,19.77,--,--,--,--,--,22.00,23.33, 19.77, 29.15, 9.38, 5.079785
557, 2024/3/28 23:08:46, 556.83, 29.13,21.11,19.75,--,--,--,--,--,22.01,23.33, 19.75, 29.13, 9.38, 5.068764
558, 2024/3/28 23:08:47, 557.83, 29.20,21.09,19.77,--,--,--,--,--,22.01,23.35, 19.77, 29.20, 9.43, 5.106194
559, 2024/3/28 23:08:48, 558.83, 29.19,21.11,19.83,--,--,--,--,--,22.01,23.38, 19.83, 29.19, 9.36, 5.075010
560, 2024/3/28 23:08:49, 559.83, 29.15,21.08,19.87,--,--,--,--,--,22.01,23.37, 19.87, 29.15, 9.28, 5.044920
561, 2024/3/28 23:08:50, 560.83, 29.11,21.08,19.86,--,--,--,--,--,22.00,23.35, 19.86, 29.11, 9.25, 5.025465
562, 2024/3/28 23:08:51, 561.83, 29.11,21.12,19.88,--,--,--,--,--,22.01,23.37, 19.88, 29.11, 9.23, 5.009502
563, 2024/3/28 23:08:52, 562.83, 29.11,21.12,19.86,--,--,--,--,--,22.01,23.36, 19.86, 29.11, 9.25, 5.016477
564, 2024/3/28 23:08:53, 563.84, 29.09,21.12,19.85,--,--,--,--,--,22.01,23.35, 19.85, 29.09, 9.24, 5.008515
565, 2024/3/28 23:08:54, 564.84, 29.05,21.09,19.82,--,--,--,--,--,22.00,23.32, 19.82, 29.05, 9.23, 5.002790
566, 2024/3/28 23:08:55, 565.84, 29.11,21.11,19.76,--,--,--,--,--,22.01,23.33, 19.76, 29.11, 9.35, 5.053794
567, 2024/3/28 23:08:56, 566.84, 29.13,21.14,19.77,--,--,--,--,--,22.01,23.35, 19.77, 29.13, 9.36, 5.055136
568, 2024/3/28 23:08:57, 567.84, 29.10,21.08,19.78,--,--,--,--,--,22.00,23.32, 19.78, 29.10, 9.32, 5.047651
569, 2024/3/28 23:08:58, 568.84, 29.14,21.09,19.86,--,--,--,--,--,22.02,23.36, 19.86, 29.14, 9.28, 5.040401
570, 2024/3/28 23:08:59, 569.84, 29.15,21.12,19.90,--,--,--,--,--,22.01,23.39, 19.90, 29.15, 9.25, 5.025465
571, 2024/3/28 23:09:00, 570.85, 29.17,21.10,19.92,--,--,--,--,--,22.01,23.40, 19.92, 29.17, 9.25, 5.034544
572, 2024/3/28 23:09:01, 571.85, 29.16,21.12,19.87,--,--,--,--,--,22.01,23.38, 19.87, 29.16, 9.29, 5.041630
573, 2024/3/28 23:09:02, 572.85, 29.17,21.12,19.80,--,--,--,--,--,22.01,23.36, 19.80, 29.17, 9.37, 5.071848
574, 2024/3/28 23:09:03, 573.85, 29.18,21.16,19.72,--,--,--,--,--,22.00,23.35, 19.72, 29.18, 9.46, 5.097151
575, 2024/3/28 23:09:04, 574.85, 29.23,21.14,19.74,--,--,--,--,--,22.00,23.37, 19.74, 29.23, 9.49, 5.122959
576, 2024/3/28 23:09:05, 575.85, 29.25,21.14,19.83,--,--,--,--,--,22.01,23.41, 19.83, 29.25, 9.42, 5.102688
577, 2024/3/28 23:09:06, 576.86, 29.29,21.13,19.83,--,--,--,--,--,22.00,23.42, 19.83, 29.29, 9.46, 5.127821
578, 2024/3/28 23:09:07, 577.86, 29.32,21.16,19.83,--,--,--,--,--,22.02,23.44, 19.83, 29.32, 9.49, 5.138328
579, 2024/3/28 23:09:08, 578.86, 29.27,21.13,19.78,--,--,--,--,--,22.01,23.39, 19.78, 29.27, 9.49, 5.133909
580, 2024/3/28 23:09:09, 579.86, 29.27,21.10,19.81,--,--,--,--,--,22.00,23.39, 19.81, 29.27, 9.46, 5.130051
581, 2024/3/28 23:09:10, 580.86, 29.29,21.14,19.79,--,--,--,--,--,22.00,23.41, 19.79, 29.29, 9.50, 5.139635
582, 2024/3/28 23:09:11, 581.86, 29.24,21.09,19.81,--,--,--,--,--,22.00,23.38, 19.81, 29.24, 9.43, 5.115106
583, 2024/3/28 23:09:12, 582.86, 29.25,21.11,19.73,--,--,--,--,--,22.00,23.36, 19.73, 29.25, 9.52, 5.144485
584, 2024/3/28 23:09:13, 583.86, 29.28,21.12,19.77,--,--,--,--,--,22.00,23.39, 19.77, 29.28, 9.51, 5.145356
585, 2024/3/28 23:09:14, 584.87, 29.29,21.13,19.73,--,--,--,--,--,22.00,23.38, 19.73, 29.29, 9.56, 5.162999
586, 2024/3/28 23:09:15, 585.87, 29.26,21.16,19.76,--,--,--,--,--,22.00,23.39, 19.76, 29.26, 9.50, 5.128677
587, 2024/3/28 23:09:16, 586.87, 29.27,21.18,19.76,--,--,--,--,--,22.01,23.40, 19.76, 29.27, 9.51, 5.130051
588, 2024/3/28 23:09:17, 587.87, 29.23,21.16,19.77,--,--,--,--,--,22.01,23.39, 19.77, 29.23, 9.46, 5.107977
589, 2024/3/28 23:09:18, 588.87, 29.17,21.13,19.80,--,--,--,--,--,21.99,23.37, 19.80, 29.17, 9.37, 5.069640
590, 2024/3/28 23:09:19, 589.87, 29.21,21.16,19.81,--,--,--,--,--,22.00,23.39, 19.81, 29.21, 9.40, 5.082405
591, 2024/3/28 23:09:20, 590.88, 29.28,21.17,19.83,--,--,--,--,--,22.01,23.43, 19.83, 29.28, 9.45, 5.113221
592, 2024/3/28 23:09:21, 591.87, 29.26,21.15,19.78,--,--,--,--,--,21.99,23.40, 19.78, 29.26, 9.48, 5.123788
593, 2024/3/28 23:09:22, 592.88, 29.29,21.15,19.79,--,--,--,--,--,22.01,23.41, 19.79, 29.29, 9.50, 5.137432
594, 2024/3/28 23:09:23, 593.88, 29.31,21.17,19.78,--,--,--,--,--,22.02,23.42, 19.78, 29.31, 9.53, 5.148017
595, 2024/3/28 23:09:24, 594.88, 29.27,21.18,19.80,--,--,--,--,--,22.00,23.42, 19.80, 29.27, 9.47, 5.115880
596, 2024/3/28 23:09:25, 595.88, 29.23,21.19,19.68,--,--,--,--,--,22.00,23.37, 19.68, 29.23, 9.55, 5.133617
597, 2024/3/28 23:09:26, 596.88, 29.17,21.21,19.69,--,--,--,--,--,22.00,23.36, 19.69, 29.17, 9.48, 5.091536
598, 2024/3/28 23:09:27, 597.88, 29.18,21.20,19.73,--,--,--,--,--,22.01,23.37, 19.73, 29.18, 9.45, 5.085008
599, 2024/3/28 23:09:28, 598.88, 29.12,21.18,19.73,--,--,--,--,--,22.00,23.34, 19.73, 29.12, 9.39, 5.055000
600, 2024/3/28 23:09:29, 599.89, 29.13,21.23,19.78,--,--,--,--,--,22.00,23.38, 19.78, 29.13, 9.35, 5.032145
601, 2024/3/28 23:09:30, 600.89, 29.18,21.22,19.74,--,--,--,--,--,22.01,23.38, 19.74, 29.18, 9.44, 5.077165
602, 2024/3/28 23:09:31, 601.89, 29.17,21.19,19.69,--,--,--,--,--,22.00,23.35, 19.69, 29.17, 9.48, 5.095762
603, 2024/3/28 23:09:32, 602.89, 29.17,21.20,19.65,--,--,--,--,--,22.00,23.34, 19.65, 29.17, 9.52, 5.108064
604, 2024/3/28 23:09:33, 603.89, 29.12,21.21,19.69,--,--,--,--,--,22.00,23.34, 19.69, 29.12, 9.43, 5.062993
605, 2024/3/28 23:09:34, 604.89, 29.08,21.21,19.63,--,--,--,--,--,22.00,23.31, 19.63, 29.08, 9.45, 5.061882
606, 2024/3/28 23:09:35, 605.90, 29.10,21.25,19.71,--,--,--,--,--,22.01,23.35, 19.71, 29.10, 9.39, 5.035974
607, 2024/3/28 23:09:36, 606.90, 29.10,21.23,19.69,--,--,--,--,--,22.01,23.34, 19.69, 29.10, 9.41, 5.047384
608, 2024/3/28 23:09:37, 607.90, 29.13,21.23,19.73,--,--,--,--,--,22.02,23.36, 19.73, 29.13, 9.40, 5.050082
609, 2024/3/28 23:09:38, 608.90, 29.11,21.22,19.66,--,--,--,--,--,22.01,23.33, 19.66, 29.11, 9.45, 5.066035
