Index, Time, t(seconds), T1,T2,T3,T4,T3,T4,T5,T6,T7,T8,Tenv,Tavg,Tmin,Tmax,Trange,Tsigma,,sodium alginate + cellulose
361, 2024/5/5 15:15:54,361.92,15.44,23.68,17.67,17.56,--,--,--,--,--,--,25.98,30.21,23.68,36.74,13.06,9.234818,,
362, 2024/5/5 15:15:55,362.92,15.47,23.66,17.68,17.59,--,--,--,--,--,--,25.97,30.18,23.66,36.7,13.04,9.220671,,
363, 2024/5/5 15:15:56,363.92,15.47,23.71,17.71,17.64,--,--,--,--,--,--,25.97,30.2,23.71,36.68,12.97,9.171173,,
364, 2024/5/5 15:15:57,364.92,15.47,23.72,17.76,17.65,--,--,--,--,--,--,25.96,30.21,23.72,36.7,12.98,9.178245,,
365, 2024/5/5 15:15:58,365.92,15.5,23.72,17.72,17.68,--,--,--,--,--,--,25.97,30.23,23.72,36.73,13.01,9.199461,,
366, 2024/5/5 15:15:59,366.95,15.46,23.72,17.74,17.67,--,--,--,--,--,--,25.97,30.23,23.72,36.73,13.01,9.199461,,
367, 2024/5/5 15:16:00,367.97,15.49,23.66,17.72,17.66,--,--,--,--,--,--,25.96,30.2,23.66,36.74,13.08,9.24896,,
368, 2024/5/5 15:16:01,369,15.45,23.73,17.68,17.65,--,--,--,--,--,--,25.97,30.24,23.73,36.74,13.01,9.199461,,
369, 2024/5/5 15:16:02,370.02,15.53,23.71,17.69,17.61,--,--,--,--,--,--,25.97,30.22,23.71,36.72,13.01,9.199463,,
370, 2024/5/5 15:16:03,371.05,15.46,23.7,17.66,17.59,--,--,--,--,--,--,25.95,30.21,23.7,36.71,13.01,9.199459,,
371, 2024/5/5 15:16:04,372.07,15.48,23.74,17.66,17.56,--,--,--,--,--,--,25.98,30.24,23.74,36.74,13,9.192391,,
372, 2024/5/5 15:16:05,373.1,15.51,23.69,17.64,17.59,--,--,--,--,--,--,25.97,30.22,23.69,36.74,13.05,9.227746,,
373, 2024/5/5 15:16:06,374.13,15.49,23.67,17.62,17.58,--,--,--,--,--,--,25.96,30.22,23.67,36.77,13.1,9.263102,,
374, 2024/5/5 15:16:07,375.15,15.52,23.68,17.65,17.55,--,--,--,--,--,--,25.96,30.22,23.68,36.76,13.08,9.248957,,
375, 2024/5/5 15:16:08,376.18,15.55,23.72,17.62,17.56,--,--,--,--,--,--,25.97,30.25,23.72,36.78,13.06,9.234814,,
376, 2024/5/5 15:16:09,377.21,15.49,23.72,17.63,17.52,--,--,--,--,--,--,25.97,30.25,23.72,36.78,13.06,9.234814,,
377, 2024/5/5 15:16:10,378.23,15.54,23.71,17.6,17.49,--,--,--,--,--,--,25.97,30.24,23.71,36.76,13.05,9.227744,,
378, 2024/5/5 15:16:11,379.25,15.55,23.72,17.62,17.5,--,--,--,--,--,--,25.98,30.26,23.72,36.8,13.08,9.24896,,
379, 2024/5/5 15:16:12,380.28,15.58,23.68,17.62,17.5,--,--,--,--,--,--,25.97,30.26,23.68,36.83,13.15,9.298453,,
380, 2024/5/5 15:16:13,381.31,15.59,23.67,17.64,17.54,--,--,--,--,--,--,25.97,30.24,23.67,36.8,13.13,9.284315,,
381, 2024/5/5 15:16:14,382.34,15.58,23.71,17.66,17.57,--,--,--,--,--,--,25.96,30.24,23.71,36.77,13.06,9.234818,,
382, 2024/5/5 15:16:15,383.37,15.6,23.71,17.7,17.63,--,--,--,--,--,--,25.98,30.26,23.71,36.8,13.09,9.256031,,
383, 2024/5/5 15:16:16,384.4,15.61,23.71,17.77,17.67,--,--,--,--,--,--,25.97,30.25,23.71,36.78,13.07,9.241886,,
384, 2024/5/5 15:16:17,385.42,15.64,23.69,17.73,17.68,--,--,--,--,--,--,25.97,30.25,23.69,36.81,13.12,9.277242,,
385, 2024/5/5 15:16:18,386.45,15.64,23.69,17.71,17.69,--,--,--,--,--,--,25.96,30.23,23.69,36.76,13.07,9.241884,,
386, 2024/5/5 15:16:19,387.48,15.59,23.69,17.75,17.64,--,--,--,--,--,--,25.97,30.25,23.69,36.8,13.11,9.270171,,
387, 2024/5/5 15:16:20,388.51,15.62,23.68,17.66,17.63,--,--,--,--,--,--,25.95,30.22,23.68,36.76,13.08,9.248957,,
388, 2024/5/5 15:16:21,389.53,15.6,23.67,17.68,17.58,--,--,--,--,--,--,25.95,30.22,23.67,36.77,13.1,9.263102,,
389, 2024/5/5 15:16:22,390.56,15.65,23.74,17.66,17.55,--,--,--,--,--,--,25.97,30.29,23.74,36.83,13.09,9.256025,,
390, 2024/5/5 15:16:23,391.59,15.64,23.72,17.6,17.47,--,--,--,--,--,--,25.97,30.26,23.72,36.79,13.07,9.241886,,
391, 2024/5/5 15:16:24,392.62,15.65,23.68,17.6,17.39,--,--,--,--,--,--,25.97,30.26,23.68,36.83,13.15,9.298453,,
392, 2024/5/5 15:16:25,393.65,15.66,23.73,17.59,17.39,--,--,--,--,--,--,25.97,30.27,23.73,36.8,13.07,9.241886,,
393, 2024/5/5 15:16:26,394.68,15.67,23.7,17.59,17.39,--,--,--,--,--,--,25.97,30.28,23.7,36.85,13.15,9.298452,,
394, 2024/5/5 15:16:27,395.7,15.68,23.73,17.58,17.38,--,--,--,--,--,--,25.97,30.29,23.73,36.85,13.12,9.277238,,
395, 2024/5/5 15:16:28,396.73,15.7,23.67,17.56,17.39,--,--,--,--,--,--,25.96,30.25,23.67,36.83,13.16,9.305524,,
396, 2024/5/5 15:16:29,397.76,15.65,23.72,17.58,17.43,--,--,--,--,--,--,25.97,30.28,23.72,36.83,13.11,9.270168,,
397, 2024/5/5 15:16:30,398.79,15.69,23.72,17.61,17.47,--,--,--,--,--,--,25.96,30.28,23.72,36.83,13.11,9.270168,,
398, 2024/5/5 15:16:31,399.81,15.66,23.67,17.61,17.55,--,--,--,--,--,--,25.97,30.27,23.67,36.87,13.2,9.333811,,
399, 2024/5/5 15:16:32,400.85,15.63,23.71,17.68,17.64,--,--,--,--,--,--,25.97,30.27,23.71,36.83,13.12,9.27724,,
400, 2024/5/5 15:16:34,401.87,15.7,23.69,17.67,17.61,--,--,--,--,--,--,25.96,30.27,23.69,36.85,13.16,9.305523,,
401, 2024/5/5 15:16:35,402.9,15.68,23.72,17.68,17.66,--,--,--,--,--,--,25.97,30.29,23.72,36.86,13.14,9.291386,,
402, 2024/5/5 15:16:36,403.92,15.7,23.73,17.68,17.62,--,--,--,--,--,--,25.97,30.3,23.73,36.86,13.13,9.284312,,
403, 2024/5/5 15:16:37,404.95,15.68,23.72,17.67,17.62,--,--,--,--,--,--,25.97,30.31,23.72,36.89,13.17,9.312597,,
404, 2024/5/5 15:16:38,405.97,15.65,23.71,17.65,17.55,--,--,--,--,--,--,25.98,30.3,23.71,36.88,13.17,9.3126,,
405, 2024/5/5 15:16:39,407,15.68,23.72,17.65,17.53,--,--,--,--,--,--,25.96,30.29,23.72,36.85,13.13,9.28431,,
406, 2024/5/5 15:16:40,408.02,15.69,23.71,17.61,17.52,--,--,--,--,--,--,25.97,30.29,23.71,36.87,13.16,9.305527,,
407, 2024/5/5 15:16:41,409.05,15.69,23.75,17.65,17.51,--,--,--,--,--,--,25.98,30.35,23.75,36.95,13.2,9.333813,,
408, 2024/5/5 15:16:42,410.08,15.65,23.74,17.6,17.58,--,--,--,--,--,--,25.97,30.35,23.74,36.95,13.21,9.340884,,
409, 2024/5/5 15:16:43,411.1,15.71,23.69,17.62,17.59,--,--,--,--,--,--,25.96,30.33,23.69,36.97,13.28,9.390379,,
410, 2024/5/5 15:16:44,412.13,15.72,23.7,17.69,17.63,--,--,--,--,--,--,25.97,30.33,23.7,36.95,13.25,9.369169,,
411, 2024/5/5 15:16:45,413.15,15.74,23.7,17.66,17.63,--,--,--,--,--,--,25.96,30.32,23.7,36.94,13.24,9.362093,,
412, 2024/5/5 15:16:46,414.17,15.72,23.71,17.66,17.65,--,--,--,--,--,--,25.97,30.35,23.71,36.98,13.27,9.383308,,
413, 2024/5/5 15:16:47,415.2,15.68,23.67,17.66,17.64,--,--,--,--,--,--,25.96,30.32,23.67,36.96,13.29,9.397448,,
414, 2024/5/5 15:16:48,416.22,15.69,23.68,17.64,17.62,--,--,--,--,--,--,25.96,30.34,23.68,36.99,13.31,9.411594,,
415, 2024/5/5 15:16:49,417.25,15.72,23.7,17.62,17.62,--,--,--,--,--,--,25.97,30.36,23.7,37.02,13.32,9.418666,,
416, 2024/5/5 15:16:50,418.28,15.69,23.74,17.63,17.64,--,--,--,--,--,--,25.98,30.37,23.74,36.99,13.25,9.369167,,
417, 2024/5/5 15:16:51,419.31,15.68,23.72,17.61,17.58,--,--,--,--,--,--,25.97,30.36,23.72,37,13.28,9.390379,,
418, 2024/5/5 15:16:52,420.33,15.72,23.68,17.64,17.54,--,--,--,--,--,--,25.96,30.35,23.68,37.02,13.34,9.432807,,
419, 2024/5/5 15:16:53,421.36,15.68,23.73,17.64,17.54,--,--,--,--,--,--,25.96,30.37,23.73,37.01,13.28,9.390377,,
420, 2024/5/5 15:16:54,422.39,15.67,23.72,17.69,17.49,--,--,--,--,--,--,25.97,30.37,23.72,37.02,13.3,9.404523,,
421, 2024/5/5 15:16:55,423.42,15.71,23.72,17.65,17.5,--,--,--,--,--,--,25.97,30.39,23.72,37.05,13.33,9.425731,,
422, 2024/5/5 15:16:56,424.45,15.75,23.72,17.62,17.5,--,--,--,--,--,--,25.96,30.37,23.72,37.01,13.29,9.397449,,
423, 2024/5/5 15:16:57,425.47,15.76,23.69,17.64,17.51,--,--,--,--,--,--,25.96,30.37,23.69,37.04,13.35,9.439876,,
424, 2024/5/5 15:16:58,426.5,15.73,23.71,17.68,17.49,--,--,--,--,--,--,25.96,30.39,23.71,37.07,13.36,9.446951,,
425, 2024/5/5 15:16:59,427.53,15.75,23.72,17.61,17.49,--,--,--,--,--,--,25.96,30.38,23.72,37.04,13.32,9.418664,,
426, 2024/5/5 15:17:00,428.55,15.72,23.71,17.59,17.44,--,--,--,--,--,--,25.96,30.39,23.71,37.06,13.35,9.439878,,
427, 2024/5/5 15:17:01,429.57,15.74,23.74,17.59,17.41,--,--,--,--,--,--,25.98,30.42,23.74,37.1,13.36,9.446947,,
428, 2024/5/5 15:17:02,430.6,15.81,23.7,17.57,17.41,--,--,--,--,--,--,25.96,30.4,23.7,37.09,13.39,9.46816,,
429, 2024/5/5 15:17:03,431.62,15.76,23.72,17.6,17.46,--,--,--,--,--,--,25.96,30.4,23.72,37.08,13.36,9.446947,,
430, 2024/5/5 15:17:04,432.64,15.78,23.71,17.59,17.46,--,--,--,--,--,--,25.96,30.41,23.71,37.1,13.39,9.468161,,
431, 2024/5/5 15:17:05,433.67,15.76,23.73,17.62,17.49,--,--,--,--,--,--,25.96,30.41,23.73,37.08,13.35,9.439875,,
432, 2024/5/5 15:17:06,434.7,15.82,23.7,17.65,17.56,--,--,--,--,--,--,25.97,30.41,23.7,37.11,13.41,9.482301,,
433, 2024/5/5 15:17:07,435.72,15.86,23.72,17.66,17.59,--,--,--,--,--,--,25.96,30.43,23.72,37.13,13.41,9.482303,,
434, 2024/5/5 15:17:08,436.75,15.82,23.69,17.66,17.61,--,--,--,--,--,--,25.95,30.39,23.69,37.09,13.4,9.475229,,
435, 2024/5/5 15:17:09,437.77,15.8,23.68,17.67,17.64,--,--,--,--,--,--,25.97,30.41,23.68,37.14,13.46,9.517655,,
436, 2024/5/5 15:17:10,438.8,15.82,23.7,17.7,17.65,--,--,--,--,--,--,25.95,30.41,23.7,37.11,13.41,9.482301,,
437, 2024/5/5 15:17:11,439.83,15.82,23.74,17.71,17.69,--,--,--,--,--,--,25.97,30.43,23.74,37.12,13.38,9.461086,,
438, 2024/5/5 15:17:13,440.86,15.88,23.76,17.69,17.67,--,--,--,--,--,--,25.97,30.46,23.76,37.15,13.39,9.468157,,
439, 2024/5/5 15:17:14,441.9,15.86,23.7,17.64,17.65,--,--,--,--,--,--,25.96,30.43,23.7,37.15,13.45,9.510585,,
440, 2024/5/5 15:17:15,442.92,15.87,23.7,17.64,17.64,--,--,--,--,--,--,25.95,30.42,23.7,37.14,13.44,9.503513,,
441, 2024/5/5 15:17:16,443.95,15.85,23.75,17.62,17.61,--,--,--,--,--,--,25.96,30.47,23.75,37.19,13.44,9.503511,,
442, 2024/5/5 15:17:17,444.98,15.88,23.76,17.59,17.59,--,--,--,--,--,--,25.97,30.48,23.76,37.19,13.43,9.49644,,
443, 2024/5/5 15:17:18,445.99,15.87,23.74,17.63,17.59,--,--,--,--,--,--,25.95,30.49,23.74,37.23,13.49,9.538871,,
444, 2024/5/5 15:17:19,446.99,15.9,23.7,17.63,17.54,--,--,--,--,--,--,25.97,30.47,23.7,37.23,13.53,9.567156,,
445, 2024/5/5 15:17:20,447.99,15.91,23.73,17.63,17.52,--,--,--,--,--,--,25.98,30.49,23.73,37.24,13.51,9.553014,,
446, 2024/5/5 15:17:21,448.99,15.89,23.7,17.61,17.51,--,--,--,--,--,--,25.95,30.48,23.7,37.25,13.55,9.581298,,
447, 2024/5/5 15:17:22,449.99,15.88,23.7,17.6,17.49,--,--,--,--,--,--,25.96,30.47,23.7,37.24,13.54,9.574229,,
448, 2024/5/5 15:17:23,450.99,15.93,23.72,17.58,17.46,--,--,--,--,--,--,25.96,30.46,23.72,37.2,13.48,9.531802,,
449, 2024/5/5 15:17:24,451.99,15.93,23.74,17.59,17.41,--,--,--,--,--,--,25.96,30.48,23.74,37.21,13.47,9.524725,,
450, 2024/5/5 15:17:25,452.99,15.95,23.74,17.56,17.36,--,--,--,--,--,--,25.97,30.5,23.74,37.25,13.51,9.553013,,
451, 2024/5/5 15:17:26,454,15.95,23.72,17.55,17.36,--,--,--,--,--,--,25.97,30.47,23.72,37.21,13.49,9.538868,,
452, 2024/5/5 15:17:27,455,15.91,23.72,17.54,17.31,--,--,--,--,--,--,25.96,30.46,23.72,37.2,13.48,9.531802,,
453, 2024/5/5 15:17:28,456,15.95,23.75,17.57,17.35,--,--,--,--,--,--,25.98,30.51,23.75,37.26,13.51,9.553013,,
454, 2024/5/5 15:17:29,457,15.99,23.71,17.55,17.36,--,--,--,--,--,--,25.96,30.47,23.71,37.23,13.52,9.560085,,
455, 2024/5/5 15:17:30,458,15.95,23.74,17.58,17.37,--,--,--,--,--,--,25.97,30.52,23.74,37.29,13.55,9.581299,,
456, 2024/5/5 15:17:31,459,15.96,23.69,17.57,17.37,--,--,--,--,--,--,25.95,30.46,23.69,37.23,13.54,9.574225,,
457, 2024/5/5 15:17:32,460,16,23.72,17.54,17.39,--,--,--,--,--,--,25.97,30.47,23.72,37.22,13.5,9.545943,,
458, 2024/5/5 15:17:33,461.03,16.03,23.73,17.55,17.36,--,--,--,--,--,--,25.96,30.49,23.73,37.24,13.51,9.553014,,
459, 2024/5/5 15:17:34,462.05,15.93,23.76,17.54,17.37,--,--,--,--,--,--,25.97,30.51,23.76,37.25,13.49,9.53887,,
460, 2024/5/5 15:17:35,463.08,15.98,23.75,17.52,17.38,--,--,--,--,--,--,25.97,30.51,23.75,37.27,13.52,9.560086,,
461, 2024/5/5 15:17:36,464.11,15.98,23.72,17.52,17.38,--,--,--,--,--,--,25.97,30.5,23.72,37.28,13.56,9.588369,,
462, 2024/5/5 15:17:37,465.14,15.97,23.75,17.55,17.37,--,--,--,--,--,--,25.97,30.52,23.75,37.28,13.53,9.567156,,
463, 2024/5/5 15:17:38,466.16,15.99,23.72,17.52,17.38,--,--,--,--,--,--,25.96,30.49,23.72,37.26,13.54,9.574226,,
464, 2024/5/5 15:17:39,467.2,16.03,23.74,17.54,17.31,--,--,--,--,--,--,25.96,30.51,23.74,37.27,13.53,9.567158,,
465, 2024/5/5 15:17:40,468.22,16,23.77,17.53,17.33,--,--,--,--,--,--,25.97,30.51,23.77,37.25,13.48,9.5318,,
466, 2024/5/5 15:17:41,469.25,16,23.74,17.54,17.34,--,--,--,--,--,--,25.97,30.5,23.74,37.26,13.52,9.560083,,
467, 2024/5/5 15:17:42,470.28,16.05,23.74,17.54,17.3,--,--,--,--,--,--,25.96,30.51,23.74,37.27,13.53,9.567158,,
468, 2024/5/5 15:17:43,471.31,16.09,23.7,17.57,17.31,--,--,--,--,--,--,25.95,30.49,23.7,37.27,13.57,9.595443,,
469, 2024/5/5 15:17:44,472.34,16.1,23.76,17.58,17.33,--,--,--,--,--,--,25.96,30.53,23.76,37.29,13.53,9.567156,,
470, 2024/5/5 15:17:45,473.36,16.07,23.72,17.55,17.32,--,--,--,--,--,--,25.95,30.51,23.72,37.3,13.58,9.602509,,
471, 2024/5/5 15:17:46,474.39,16.08,23.73,17.52,17.44,--,--,--,--,--,--,25.97,30.54,23.73,37.34,13.61,9.623724,,
472, 2024/5/5 15:17:47,475.42,16.11,23.77,17.56,17.46,--,--,--,--,--,--,25.96,30.55,23.77,37.32,13.55,9.581296,,
473, 2024/5/5 15:17:48,476.45,16.06,23.74,17.59,17.46,--,--,--,--,--,--,25.97,30.55,23.74,37.36,13.62,9.630795,,
474, 2024/5/5 15:17:49,477.47,16.1,23.72,17.63,17.52,--,--,--,--,--,--,25.95,30.54,23.72,37.35,13.63,9.637862,,
475, 2024/5/5 15:17:50,478.5,16.09,23.73,17.67,17.56,--,--,--,--,--,--,25.96,30.56,23.73,37.38,13.65,9.65201,,
476, 2024/5/5 15:17:51,479.53,16.1,23.75,17.72,17.66,--,--,--,--,--,--,25.96,30.58,23.75,37.41,13.66,9.659077,,
477, 2024/5/5 15:17:52,480.55,16.07,23.73,17.7,17.67,--,--,--,--,--,--,25.95,30.55,23.73,37.36,13.63,9.637865,,
478, 2024/5/5 15:17:53,481.58,16.12,23.7,17.71,17.62,--,--,--,--,--,--,25.95,30.55,23.7,37.4,13.7,9.687366,,
479, 2024/5/5 15:17:54,482.6,16.12,23.73,17.66,17.65,--,--,--,--,--,--,25.95,30.56,23.73,37.38,13.65,9.65201,,
480, 2024/5/5 15:17:55,483.63,16.15,23.71,17.66,17.61,--,--,--,--,--,--,25.95,30.55,23.71,37.39,13.68,9.673223,,
481, 2024/5/5 15:17:56,484.65,16.16,23.72,17.64,17.61,--,--,--,--,--,--,25.96,30.58,23.72,37.43,13.71,9.694432,,
482, 2024/5/5 15:17:57,485.68,16.18,23.73,17.65,17.6,--,--,--,--,--,--,25.94,30.56,23.73,37.39,13.66,9.659079,,
483, 2024/5/5 15:17:58,486.7,16.14,23.74,17.68,17.59,--,--,--,--,--,--,25.96,30.58,23.74,37.42,13.68,9.673218,,
484, 2024/5/5 15:17:59,487.73,16.15,23.72,17.65,17.59,--,--,--,--,--,--,25.95,30.59,23.72,37.45,13.73,9.708577,,
485, 2024/5/5 15:18:00,488.75,16.15,23.74,17.63,17.57,--,--,--,--,--,--,25.95,30.59,23.74,37.43,13.69,9.68029,,
486, 2024/5/5 15:18:01,489.78,16.15,23.75,17.59,17.47,--,--,--,--,--,--,25.97,30.62,23.75,37.49,13.74,9.71565,,
487, 2024/5/5 15:18:02,490.81,16.15,23.73,17.61,17.45,--,--,--,--,--,--,25.95,30.61,23.73,37.49,13.76,9.729791,,
488, 2024/5/5 15:18:03,491.83,16.16,23.75,17.57,17.43,--,--,--,--,--,--,25.97,30.62,23.75,37.48,13.73,9.708576,,
489, 2024/5/5 15:18:05,492.86,16.16,23.72,17.56,17.39,--,--,--,--,--,--,25.97,30.6,23.72,37.48,13.76,9.72979,,
490, 2024/5/5 15:18:06,493.89,16.2,23.71,17.54,17.33,--,--,--,--,--,--,25.94,30.58,23.71,37.45,13.74,9.715649,,
491, 2024/5/5 15:18:07,494.91,16.14,23.75,17.53,17.27,--,--,--,--,--,--,25.96,30.59,23.75,37.42,13.67,9.666146,,
492, 2024/5/5 15:18:08,495.93,16.18,23.73,17.53,17.29,--,--,--,--,--,--,25.94,30.58,23.73,37.43,13.7,9.68736,,
493, 2024/5/5 15:18:09,496.96,16.19,23.73,17.52,17.28,--,--,--,--,--,--,25.95,30.58,23.73,37.43,13.7,9.68736,,
494, 2024/5/5 15:18:10,497.99,16.19,23.74,17.52,17.23,--,--,--,--,--,--,25.95,30.59,23.74,37.43,13.69,9.68029,,
495, 2024/5/5 15:18:11,499.02,16.22,23.75,17.53,17.26,--,--,--,--,--,--,25.97,30.59,23.75,37.43,13.68,9.673219,,
496, 2024/5/5 15:18:12,500.05,16.18,23.76,17.58,17.25,--,--,--,--,--,--,25.97,30.6,23.76,37.43,13.67,9.666147,,
497, 2024/5/5 15:18:13,501.07,16.21,23.76,17.55,17.27,--,--,--,--,--,--,25.96,30.6,23.76,37.44,13.68,9.673222,,
498, 2024/5/5 15:18:14,502.09,16.21,23.74,17.55,17.26,--,--,--,--,--,--,25.95,30.59,23.74,37.43,13.69,9.68029,,
499, 2024/5/5 15:18:15,503.12,16.19,23.78,17.56,17.33,--,--,--,--,--,--,25.96,30.6,23.78,37.41,13.63,9.637861,,
500, 2024/5/5 15:18:16,504.15,16.18,23.76,17.53,17.34,--,--,--,--,--,--,25.97,30.61,23.76,37.45,13.69,9.680292,,
501, 2024/5/5 15:18:17,505.17,16.25,23.7,17.61,17.32,--,--,--,--,--,--,25.96,30.57,23.7,37.43,13.73,9.708575,,
502, 2024/5/5 15:18:18,506.2,16.21,23.75,17.57,17.34,--,--,--,--,--,--,25.96,30.59,23.75,37.42,13.67,9.666146,,
503, 2024/5/5 15:18:19,507.23,16.23,23.74,17.57,17.33,--,--,--,--,--,--,25.95,30.56,23.74,37.37,13.63,9.637866,,
504, 2024/5/5 15:18:20,508.25,16.2,23.75,17.56,17.37,--,--,--,--,--,--,25.96,30.57,23.75,37.39,13.64,9.644938,,
505, 2024/5/5 15:18:21,509.28,16.15,23.76,17.6,17.37,--,--,--,--,--,--,25.97,30.57,23.76,37.38,13.62,9.630796,,
506, 2024/5/5 15:18:22,510.3,16.23,23.74,17.6,17.36,--,--,--,--,--,--,25.96,30.55,23.74,37.35,13.61,9.62372,,
507, 2024/5/5 15:18:23,511.33,16.25,23.74,17.6,17.37,--,--,--,--,--,--,25.94,30.54,23.74,37.34,13.6,9.616653,,
508, 2024/5/5 15:18:24,512.36,16.28,23.72,17.59,17.35,--,--,--,--,--,--,25.96,30.55,23.72,37.38,13.66,9.659082,,
509, 2024/5/5 15:18:25,513.38,16.29,23.74,17.62,17.42,--,--,--,--,--,--,25.96,30.54,23.74,37.34,13.6,9.616653,,
510, 2024/5/5 15:18:26,514.41,16.27,23.76,17.66,17.5,--,--,--,--,--,--,25.96,30.55,23.76,37.33,13.57,9.59544,,
511, 2024/5/5 15:18:27,515.44,16.26,23.74,17.71,17.46,--,--,--,--,--,--,25.95,30.55,23.74,37.35,13.61,9.62372,,
512, 2024/5/5 15:18:28,516.47,16.22,23.78,17.67,17.51,--,--,--,--,--,--,25.96,30.58,23.78,37.37,13.59,9.60958,,
513, 2024/5/5 15:18:29,517.5,16.26,23.73,17.68,17.55,--,--,--,--,--,--,25.95,30.56,23.73,37.39,13.66,9.659079,,
514, 2024/5/5 15:18:30,518.52,16.3,23.75,17.68,17.52,--,--,--,--,--,--,25.96,30.59,23.75,37.42,13.67,9.666146,,
515, 2024/5/5 15:18:31,519.55,16.38,23.77,17.7,17.59,--,--,--,--,--,--,25.96,30.61,23.77,37.44,13.67,9.666152,,
516, 2024/5/5 15:18:32,520.57,16.3,23.74,17.69,17.57,--,--,--,--,--,--,25.96,30.6,23.74,37.45,13.71,9.694435,,
517, 2024/5/5 15:18:33,521.6,16.28,23.77,17.69,17.6,--,--,--,--,--,--,25.96,30.62,23.77,37.47,13.7,9.687364,,
518, 2024/5/5 15:18:34,522.63,16.35,23.77,17.73,17.63,--,--,--,--,--,--,25.96,30.63,23.77,37.49,13.72,9.701508,,
519, 2024/5/5 15:18:35,523.66,16.3,23.73,17.75,17.67,--,--,--,--,--,--,25.95,30.61,23.73,37.48,13.75,9.722717,,
520, 2024/5/5 15:18:36,524.68,16.32,23.76,17.74,17.68,--,--,--,--,--,--,25.96,30.64,23.76,37.52,13.76,9.729792,,
521, 2024/5/5 15:18:37,525.71,16.34,23.75,17.72,17.66,--,--,--,--,--,--,25.96,30.64,23.75,37.52,13.77,9.736863,,
522, 2024/5/5 15:18:38,526.73,16.35,23.74,17.72,17.67,--,--,--,--,--,--,25.95,30.65,23.74,37.55,13.81,9.765144,,
523, 2024/5/5 15:18:39,527.76,16.39,23.74,17.72,17.68,--,--,--,--,--,--,25.96,30.67,23.74,37.59,13.85,9.793427,,
524, 2024/5/5 15:18:40,528.78,16.33,23.74,17.72,17.66,--,--,--,--,--,--,25.96,30.65,23.74,37.55,13.81,9.765144,,
525, 2024/5/5 15:18:41,529.81,16.36,23.76,17.72,17.71,--,--,--,--,--,--,25.97,30.66,23.76,37.55,13.79,9.751001,,
526, 2024/5/5 15:18:42,530.83,16.33,23.73,17.73,17.66,--,--,--,--,--,--,25.95,30.65,23.73,37.57,13.84,9.786357,,
527, 2024/5/5 15:18:44,531.86,16.38,23.75,17.69,17.61,--,--,--,--,--,--,25.95,30.69,23.75,37.62,13.87,9.807569,,
528, 2024/5/5 15:18:45,532.89,16.41,23.77,17.64,17.59,--,--,--,--,--,--,25.95,30.69,23.77,37.61,13.84,9.786356,,
529, 2024/5/5 15:18:46,533.92,16.37,23.72,17.67,17.55,--,--,--,--,--,--,25.95,30.66,23.72,37.59,13.87,9.807569,,
530, 2024/5/5 15:18:47,534.95,16.41,23.74,17.64,17.51,--,--,--,--,--,--,25.96,30.68,23.74,37.61,13.87,9.807569,,
531, 2024/5/5 15:18:48,535.97,16.4,23.73,17.6,17.49,--,--,--,--,--,--,25.94,30.69,23.73,37.64,13.91,9.835853,,
532, 2024/5/5 15:18:49,537,16.4,23.75,17.6,17.46,--,--,--,--,--,--,25.97,30.71,23.75,37.67,13.92,9.842928,,
533, 2024/5/5 15:18:50,538.02,16.41,23.76,17.6,17.42,--,--,--,--,--,--,25.96,30.71,23.76,37.65,13.89,9.821712,,
534, 2024/5/5 15:18:51,539.04,16.4,23.73,17.61,17.41,--,--,--,--,--,--,25.95,30.68,23.73,37.63,13.9,9.828783,,
535, 2024/5/5 15:18:52,540.07,16.39,23.77,17.6,17.41,--,--,--,--,--,--,25.96,30.73,23.77,37.68,13.91,9.835858,,
536, 2024/5/5 15:18:53,541.09,16.41,23.71,17.54,17.36,--,--,--,--,--,--,25.95,30.69,23.71,37.67,13.96,9.871213,,
537, 2024/5/5 15:18:54,542.13,16.42,23.75,17.59,17.41,--,--,--,--,--,--,25.96,30.7,23.75,37.65,13.9,9.828784,,
538, 2024/5/5 15:18:55,543.16,16.46,23.73,17.6,17.41,--,--,--,--,--,--,25.96,30.7,23.73,37.67,13.94,9.857069,,
539, 2024/5/5 15:18:56,544.18,16.45,23.76,17.6,17.41,--,--,--,--,--,--,25.96,30.72,23.76,37.67,13.91,9.835855,,
540, 2024/5/5 15:18:57,545.21,16.48,23.77,17.61,17.44,--,--,--,--,--,--,25.95,30.71,23.77,37.64,13.87,9.80757,,
541, 2024/5/5 15:18:58,546.23,16.46,23.78,17.62,17.46,--,--,--,--,--,--,25.96,30.73,23.78,37.67,13.89,9.821712,,
542, 2024/5/5 15:18:59,547.26,16.43,23.75,17.65,17.52,--,--,--,--,--,--,25.96,30.71,23.75,37.67,13.92,9.842928,,
543, 2024/5/5 15:19:00,548.28,16.44,23.73,17.68,17.55,--,--,--,--,--,--,25.96,30.71,23.73,37.68,13.95,9.864141,,
544, 2024/5/5 15:19:01,549.3,16.45,23.74,17.71,17.6,--,--,--,--,--,--,25.96,30.71,23.74,37.68,13.94,9.857071,,
545, 2024/5/5 15:19:02,550.33,16.53,23.79,17.71,17.63,--,--,--,--,--,--,25.96,30.74,23.79,37.69,13.9,9.828785,,
