Index, Time, t(seconds), T1,T2,T3,T4,T5,T6,T7,T8,Tenv,Tavg,Tmin,Tmax,Trange,Tsigma,,ZnCl_2+citrate+cellulose+Na_2SiO_3
429, 2024/5/3 15:35:49,429.26,16.08,22.89,17.6,17.46,--,--,--,--,24.24,25.42,17.46,41.97,24.51,11.53292,,
430, 2024/5/3 15:35:50,430.26,16.08,22.87,17.59,17.46,--,--,--,--,24.22,25.41,17.46,41.95,24.49,11.52607,,
431, 2024/5/3 15:35:51,431.26,16.11,22.87,17.62,17.49,--,--,--,--,24.22,25.43,17.49,41.98,24.49,11.52675,,
432, 2024/5/3 15:35:52,432.26,16.15,22.85,17.65,17.56,--,--,--,--,24.22,25.45,17.56,42,24.44,11.51401,,
433, 2024/5/3 15:35:53,433.26,16.11,22.88,17.66,17.59,--,--,--,--,24.23,25.47,17.59,41.99,24.4,11.49937,,
434, 2024/5/3 15:35:54,434.26,16.15,22.84,17.66,17.61,--,--,--,--,24.22,25.46,17.61,41.99,24.38,11.4958,,
435, 2024/5/3 15:35:55,435.27,16.12,22.88,17.67,17.64,--,--,--,--,24.23,25.49,17.64,42,24.36,11.4905,,
436, 2024/5/3 15:35:56,436.27,16.14,22.88,17.7,17.65,--,--,--,--,24.22,25.5,17.65,42.02,24.37,11.49101,,
437, 2024/5/3 15:35:57,437.27,16.12,22.88,17.71,17.69,--,--,--,--,24.22,25.51,17.69,42,24.31,11.47006,,
438, 2024/5/3 15:35:58,438.27,16.13,22.88,17.69,17.67,--,--,--,--,24.24,25.5,17.67,42.01,24.34,11.48393,,
439, 2024/5/3 15:35:59,439.27,16.16,22.87,17.64,17.65,--,--,--,--,24.23,25.49,17.64,42.03,24.39,11.50965,,
440, 2024/5/3 15:36:00,440.27,16.1,22.88,17.64,17.64,--,--,--,--,24.23,25.47,17.64,41.98,24.34,11.48772,,
441, 2024/5/3 15:36:01,441.27,16.17,22.86,17.62,17.61,--,--,--,--,24.22,25.47,17.61,42.03,24.42,11.52353,,
442, 2024/5/3 15:36:02,442.28,16.17,22.86,17.59,17.59,--,--,--,--,24.22,25.46,17.59,42.03,24.44,11.53489,,
443, 2024/5/3 15:36:03,443.28,16.13,22.85,17.63,17.59,--,--,--,--,24.21,25.45,17.59,41.98,24.39,11.50211,,
444, 2024/5/3 15:36:04,444.28,16.2,22.84,17.63,17.54,--,--,--,--,24.23,25.45,17.54,42.04,24.5,11.5425,,
445, 2024/5/3 15:36:05,445.28,16.19,22.86,17.63,17.52,--,--,--,--,24.23,25.45,17.52,42.05,24.53,11.55137,,
446, 2024/5/3 15:36:06,446.28,16.12,22.9,17.61,17.51,--,--,--,--,24.23,25.45,17.51,42.02,24.51,11.54288,,
447, 2024/5/3 15:36:07,447.28,16.15,22.88,17.6,17.49,--,--,--,--,24.23,25.44,17.49,42.03,24.54,11.55497,,
448, 2024/5/3 15:36:08,448.29,16.21,22.84,17.58,17.46,--,--,--,--,24.22,25.42,17.46,42.05,24.59,11.57689,,
449, 2024/5/3 15:36:09,449.28,16.17,22.88,17.59,17.41,--,--,--,--,24.22,25.42,17.41,42.05,24.64,11.58519,,
450, 2024/5/3 15:36:10,450.29,16.19,22.86,17.56,17.36,--,--,--,--,24.22,25.4,17.36,42.05,24.69,11.60393,,
451, 2024/5/3 15:36:11,451.29,16.21,22.85,17.55,17.36,--,--,--,--,24.23,25.39,17.36,42.06,24.7,11.61119,,
452, 2024/5/3 15:36:12,452.29,16.22,22.87,17.54,17.31,--,--,--,--,24.23,25.39,17.31,42.09,24.78,11.6389,,
453, 2024/5/3 15:36:13,453.29,16.25,22.83,17.57,17.35,--,--,--,--,24.22,25.4,17.35,42.08,24.73,11.61904,,
454, 2024/5/3 15:36:14,454.29,16.23,22.84,17.55,17.36,--,--,--,--,24.23,25.39,17.36,42.07,24.71,11.61621,,
455, 2024/5/3 15:36:15,455.29,16.24,22.82,17.58,17.37,--,--,--,--,24.23,25.4,17.37,42.06,24.69,11.60284,,
456, 2024/5/3 15:36:16,456.29,16.27,22.83,17.57,17.37,--,--,--,--,24.22,25.41,17.37,42.1,24.73,11.624,,
457, 2024/5/3 15:36:17,457.3,16.25,22.84,17.54,17.39,--,--,--,--,24.22,25.4,17.39,42.09,24.7,11.62113,,
458, 2024/5/3 15:36:18,458.3,16.26,22.82,17.55,17.36,--,--,--,--,24.21,25.39,17.36,42.08,24.72,11.62146,,
459, 2024/5/3 15:36:19,459.3,16.26,22.85,17.54,17.37,--,--,--,--,24.22,25.41,17.37,42.11,24.74,11.63507,,
460, 2024/5/3 15:36:20,460.3,16.28,22.83,17.52,17.38,--,--,--,--,24.22,25.4,17.38,42.11,24.73,11.63774,,
461, 2024/5/3 15:36:21,461.3,16.22,22.87,17.52,17.38,--,--,--,--,24.22,25.4,17.38,42.09,24.71,11.62726,,
462, 2024/5/3 15:36:22,462.31,16.27,22.86,17.55,17.37,--,--,--,--,24.23,25.42,17.37,42.13,24.76,11.64216,,
463, 2024/5/3 15:36:23,463.3,16.26,22.84,17.52,17.38,--,--,--,--,24.23,25.4,17.38,42.1,24.72,11.63272,,
464, 2024/5/3 15:36:24,464.31,16.3,22.82,17.54,17.31,--,--,--,--,24.23,25.39,17.31,42.12,24.81,11.65439,,
465, 2024/5/3 15:36:25,465.31,16.26,22.86,17.53,17.33,--,--,--,--,24.23,25.4,17.33,42.12,24.79,11.6511,,
466, 2024/5/3 15:36:26,466.31,16.32,22.84,17.54,17.34,--,--,--,--,24.23,25.41,17.34,42.16,24.82,11.66614,,
467, 2024/5/3 15:36:27,467.31,16.3,22.83,17.54,17.3,--,--,--,--,24.23,25.39,17.3,42.13,24.83,11.66125,,
468, 2024/5/3 15:36:28,468.31,16.32,22.81,17.57,17.31,--,--,--,--,24.21,25.39,17.31,42.13,24.82,11.65269,,
469, 2024/5/3 15:36:29,469.31,16.32,22.83,17.58,17.33,--,--,--,--,24.23,25.41,17.33,42.15,24.82,11.65493,,
470, 2024/5/3 15:36:30,470.31,16.29,22.84,17.55,17.32,--,--,--,--,24.21,25.4,17.32,42.13,24.81,11.65415,,
471, 2024/5/3 15:36:31,471.32,16.33,22.81,17.52,17.44,--,--,--,--,24.22,25.42,17.44,42.14,24.7,11.63885,,
472, 2024/5/3 15:36:32,472.32,16.37,22.81,17.56,17.46,--,--,--,--,24.22,25.44,17.46,42.18,24.72,11.64441,,
473, 2024/5/3 15:36:33,473.32,16.34,22.82,17.59,17.46,--,--,--,--,24.21,25.45,17.46,42.16,24.7,11.62781,,
474, 2024/5/3 15:36:34,474.32,16.31,22.83,17.63,17.52,--,--,--,--,24.22,25.47,17.52,42.14,24.62,11.59524,,
475, 2024/5/3 15:36:35,475.32,16.4,22.79,17.67,17.56,--,--,--,--,24.22,25.49,17.56,42.19,24.63,11.60215,,
476, 2024/5/3 15:36:36,476.32,16.32,22.83,17.72,17.66,--,--,--,--,24.22,25.53,17.66,42.15,24.49,11.54787,,
477, 2024/5/3 15:36:37,477.32,16.33,22.84,17.7,17.67,--,--,--,--,24.23,25.53,17.67,42.17,24.5,11.55943,,
478, 2024/5/3 15:36:38,478.33,16.36,22.83,17.71,17.62,--,--,--,--,24.22,25.53,17.62,42.19,24.57,11.57841,,
479, 2024/5/3 15:36:39,479.33,16.35,22.81,17.66,17.65,--,--,--,--,24.21,25.51,17.65,42.16,24.51,11.56903,,
480, 2024/5/3 15:36:40,480.33,16.43,22.78,17.66,17.61,--,--,--,--,24.21,25.5,17.61,42.21,24.6,11.60291,,
481, 2024/5/3 15:36:41,481.33,16.39,22.78,17.64,17.61,--,--,--,--,24.2,25.49,17.61,42.17,24.56,11.58822,,
482, 2024/5/3 15:36:42,482.33,16.36,22.81,17.65,17.6,--,--,--,--,24.21,25.5,17.6,42.17,24.57,11.58742,,
483, 2024/5/3 15:36:43,483.33,16.37,22.81,17.68,17.59,--,--,--,--,24.21,25.5,17.59,42.18,24.59,11.58773,,
484, 2024/5/3 15:36:44,484.33,16.43,22.81,17.65,17.59,--,--,--,--,24.22,25.51,17.59,42.24,24.65,11.62327,,
485, 2024/5/3 15:36:45,485.33,16.41,22.8,17.63,17.57,--,--,--,--,24.22,25.49,17.57,42.21,24.64,11.61821,,
486, 2024/5/3 15:36:46,486.34,16.41,22.79,17.59,17.47,--,--,--,--,24.21,25.45,17.47,42.2,24.73,11.64547,,
487, 2024/5/3 15:36:47,487.34,16.44,22.79,17.61,17.45,--,--,--,--,24.22,25.46,17.45,42.23,24.78,11.65993,,
488, 2024/5/3 15:36:48,488.34,16.41,22.8,17.57,17.43,--,--,--,--,24.22,25.44,17.43,42.21,24.78,11.66365,,
489, 2024/5/3 15:36:49,489.34,16.46,22.76,17.56,17.39,--,--,--,--,24.22,25.42,17.39,42.22,24.83,11.68088,,
490, 2024/5/3 15:36:50,490.34,16.42,22.78,17.54,17.33,--,--,--,--,24.22,25.4,17.33,42.2,24.87,11.68905,,
491, 2024/5/3 15:36:51,491.34,16.44,22.77,17.53,17.27,--,--,--,--,24.21,25.38,17.27,42.21,24.94,11.71015,,
492, 2024/5/3 15:36:52,492.34,16.45,22.79,17.53,17.29,--,--,--,--,24.22,25.4,17.29,42.24,24.95,11.71942,,
493, 2024/5/3 15:36:53,493.35,16.42,22.8,17.52,17.28,--,--,--,--,24.22,25.39,17.28,42.22,24.94,11.71414,,
494, 2024/5/3 15:36:54,494.35,16.38,22.84,17.52,17.23,--,--,--,--,24.22,25.39,17.23,42.22,24.99,11.72478,,
495, 2024/5/3 15:36:55,495.35,16.4,22.81,17.53,17.26,--,--,--,--,24.21,25.39,17.26,42.21,24.95,11.7115,,
496, 2024/5/3 15:36:56,496.35,16.41,22.8,17.58,17.25,--,--,--,--,24.21,25.4,17.25,42.21,24.96,11.7029,,
497, 2024/5/3 15:36:57,497.35,16.47,22.79,17.55,17.27,--,--,--,--,24.22,25.41,17.27,42.26,24.99,11.72914,,
498, 2024/5/3 15:36:58,498.35,16.43,22.79,17.55,17.26,--,--,--,--,24.21,25.39,17.26,42.22,24.96,11.7123,,
499, 2024/5/3 15:36:59,499.36,16.48,22.77,17.56,17.33,--,--,--,--,24.22,25.42,17.33,42.25,24.92,11.70878,,
500, 2024/5/3 15:37:00,500.36,16.43,22.8,17.53,17.34,--,--,--,--,24.21,25.41,17.34,42.23,24.89,11.70287,,
501, 2024/5/3 15:37:01,501.36,16.49,22.76,17.61,17.32,--,--,--,--,24.21,25.42,17.32,42.25,24.93,11.70019,,
502, 2024/5/3 15:37:02,502.36,16.52,22.75,17.57,17.34,--,--,--,--,24.21,25.42,17.34,42.27,24.93,11.71435,,
503, 2024/5/3 15:37:03,503.36,16.46,22.78,17.57,17.33,--,--,--,--,24.21,25.42,17.33,42.24,24.91,11.7015,,
504, 2024/5/3 15:37:04,504.36,16.46,22.79,17.56,17.37,--,--,--,--,24.21,25.43,17.37,42.25,24.88,11.69907,,
505, 2024/5/3 15:37:05,505.36,16.54,22.74,17.6,17.37,--,--,--,--,24.2,25.44,17.37,42.28,24.91,11.70582,,
506, 2024/5/3 15:37:06,506.36,16.49,22.79,17.6,17.36,--,--,--,--,24.22,25.45,17.36,42.28,24.92,11.7068,,
507, 2024/5/3 15:37:07,507.37,16.5,22.78,17.6,17.37,--,--,--,--,24.21,25.45,17.37,42.28,24.91,11.70476,,
508, 2024/5/3 15:37:08,508.37,16.52,22.79,17.59,17.35,--,--,--,--,24.21,25.45,17.35,42.31,24.96,11.72572,,
509, 2024/5/3 15:37:09,509.37,16.49,22.78,17.62,17.42,--,--,--,--,24.2,25.46,17.42,42.27,24.85,11.68401,,
510, 2024/5/3 15:37:10,510.37,16.51,22.76,17.66,17.5,--,--,--,--,24.21,25.49,17.5,42.27,24.77,11.6573,,
511, 2024/5/3 15:37:11,511.37,16.54,22.77,17.71,17.46,--,--,--,--,24.21,25.5,17.46,42.31,24.85,11.67422,,
512, 2024/5/3 15:37:12,512.37,16.5,22.8,17.67,17.51,--,--,--,--,24.22,25.51,17.51,42.3,24.79,11.66607,,
513, 2024/5/3 15:37:13,513.37,16.52,22.8,17.68,17.55,--,--,--,--,24.22,25.53,17.55,42.32,24.77,11.6643,,
514, 2024/5/3 15:37:14,514.38,16.51,22.78,17.68,17.52,--,--,--,--,24.22,25.51,17.52,42.29,24.77,11.6573,,
515, 2024/5/3 15:37:15,515.38,16.48,22.78,17.7,17.59,--,--,--,--,24.22,25.52,17.59,42.26,24.67,11.62246,,
516, 2024/5/3 15:37:16,516.38,16.57,22.74,17.69,17.57,--,--,--,--,24.21,25.52,17.57,42.31,24.74,11.65442,,
517, 2024/5/3 15:37:17,517.38,16.55,22.75,17.69,17.6,--,--,--,--,24.21,25.52,17.6,42.3,24.7,11.64251,,
518, 2024/5/3 15:37:18,518.38,16.55,22.76,17.73,17.63,--,--,--,--,24.21,25.55,17.63,42.31,24.68,11.63125,,
519, 2024/5/3 15:37:19,519.38,16.56,22.75,17.75,17.67,--,--,--,--,24.21,25.56,17.67,42.31,24.64,11.61801,,
520, 2024/5/3 15:37:20,520.38,16.6,22.74,17.74,17.68,--,--,--,--,24.22,25.56,17.68,42.34,24.66,11.63271,,
521, 2024/5/3 15:37:21,521.39,16.58,22.78,17.72,17.66,--,--,--,--,24.22,25.57,17.66,42.36,24.7,11.65013,,
522, 2024/5/3 15:37:22,522.39,16.58,22.76,17.72,17.67,--,--,--,--,24.21,25.56,17.67,42.34,24.67,11.63885,,
523, 2024/5/3 15:37:23,523.39,16.56,22.77,17.72,17.68,--,--,--,--,24.2,25.56,17.68,42.33,24.65,11.63149,,
524, 2024/5/3 15:37:24,524.39,16.58,22.76,17.72,17.66,--,--,--,--,24.2,25.56,17.66,42.34,24.68,11.64111,,
525, 2024/5/3 15:37:25,525.39,16.6,22.75,17.72,17.71,--,--,--,--,24.21,25.57,17.71,42.35,24.64,11.63494,,
526, 2024/5/3 15:37:27,526.39,16.65,22.73,17.73,17.66,--,--,--,--,24.21,25.56,17.66,42.38,24.72,11.65901,,
527, 2024/5/3 15:37:28,527.4,16.58,22.76,17.69,17.61,--,--,--,--,24.2,25.54,17.61,42.34,24.73,11.65916,,
528, 2024/5/3 15:37:29,528.39,16.59,22.73,17.64,17.59,--,--,--,--,24.21,25.51,17.59,42.32,24.73,11.66619,,
529, 2024/5/3 15:37:30,529.4,16.6,22.74,17.67,17.55,--,--,--,--,24.21,25.51,17.55,42.34,24.79,11.67785,,
530, 2024/5/3 15:37:31,530.4,16.57,22.78,17.64,17.51,--,--,--,--,24.21,25.51,17.51,42.35,24.84,11.69733,,
531, 2024/5/3 15:37:32,531.4,16.6,22.77,17.6,17.49,--,--,--,--,24.2,25.5,17.49,42.37,24.88,11.72074,,
532, 2024/5/3 15:37:33,532.4,16.62,22.75,17.6,17.46,--,--,--,--,24.21,25.48,17.46,42.37,24.91,11.72813,,
533, 2024/5/3 15:37:34,533.4,16.62,22.76,17.6,17.42,--,--,--,--,24.2,25.48,17.42,42.38,24.96,11.74179,,
534, 2024/5/3 15:37:35,534.4,16.61,22.75,17.61,17.41,--,--,--,--,24.2,25.47,17.41,42.36,24.95,11.73252,,
535, 2024/5/3 15:37:36,535.4,16.62,22.74,17.6,17.41,--,--,--,--,24.2,25.47,17.41,42.36,24.95,11.73503,,
536, 2024/5/3 15:37:37,536.41,16.66,22.75,17.54,17.36,--,--,--,--,24.2,25.45,17.36,42.41,25.05,11.78361,,
537, 2024/5/3 15:37:38,537.41,16.64,22.78,17.59,17.41,--,--,--,--,24.21,25.49,17.41,42.42,25.01,11.76496,,
538, 2024/5/3 15:37:39,538.41,16.67,22.73,17.6,17.41,--,--,--,--,24.2,25.47,17.41,42.4,24.99,11.75451,,
539, 2024/5/3 15:37:40,539.41,16.69,22.72,17.6,17.41,--,--,--,--,24.2,25.47,17.41,42.41,25,11.75959,,
540, 2024/5/3 15:37:41,540.41,16.68,22.72,17.61,17.44,--,--,--,--,24.21,25.48,17.44,42.4,24.96,11.74571,,
541, 2024/5/3 15:37:42,541.41,16.65,22.72,17.62,17.46,--,--,--,--,24.19,25.48,17.46,42.37,24.91,11.72451,,
542, 2024/5/3 15:37:43,542.41,16.7,22.72,17.65,17.52,--,--,--,--,24.2,25.52,17.52,42.42,24.9,11.72816,,
543, 2024/5/3 15:37:44,543.42,16.68,22.73,17.68,17.55,--,--,--,--,24.2,25.53,17.55,42.41,24.86,11.70954,,
544, 2024/5/3 15:37:45,544.42,16.64,22.75,17.71,17.6,--,--,--,--,24.21,25.55,17.6,42.39,24.79,11.68127,,
545, 2024/5/3 15:37:46,545.42,16.7,22.71,17.71,17.63,--,--,--,--,24.2,25.55,17.63,42.41,24.78,11.68531,,
546, 2024/5/3 15:37:47,546.42,16.65,22.74,17.72,17.67,--,--,--,--,24.2,25.57,17.67,42.39,24.72,11.66349,,
547, 2024/5/3 15:37:48,547.42,16.64,22.74,17.7,17.63,--,--,--,--,24.19,25.55,17.63,42.38,24.75,11.67221,,
548, 2024/5/3 15:37:49,548.42,16.69,22.73,17.7,17.59,--,--,--,--,24.21,25.55,17.59,42.42,24.83,11.7008,,
549, 2024/5/3 15:37:50,549.42,16.64,22.77,17.67,17.49,--,--,--,--,24.21,25.52,17.49,42.41,24.92,11.72427,,
550, 2024/5/3 15:37:51,550.43,16.7,22.73,17.67,17.45,--,--,--,--,24.2,25.51,17.45,42.43,24.98,11.74417,,
551, 2024/5/3 15:37:52,551.43,16.7,22.73,17.64,17.4,--,--,--,--,24.2,25.49,17.4,42.43,25.03,11.76229,,
552, 2024/5/3 15:37:53,552.43,16.72,22.72,17.62,17.33,--,--,--,--,24.2,25.47,17.33,42.44,25.11,11.78789,,
553, 2024/5/3 15:37:54,553.43,16.67,22.75,17.6,17.28,--,--,--,--,24.2,25.45,17.28,42.42,25.14,11.79343,,
554, 2024/5/3 15:37:55,554.43,16.72,22.72,17.59,17.22,--,--,--,--,24.2,25.43,17.22,42.44,25.22,11.81992,,
555, 2024/5/3 15:37:56,555.43,16.68,22.75,17.59,17.26,--,--,--,--,24.2,25.45,17.26,42.43,25.17,11.80506,,
556, 2024/5/3 15:37:57,556.43,16.75,22.71,17.62,17.24,--,--,--,--,24.21,25.45,17.24,42.46,25.22,11.81853,,
557, 2024/5/3 15:37:58,557.44,16.74,22.7,17.58,17.27,--,--,--,--,24.2,25.44,17.27,42.44,25.17,11.81113,,
558, 2024/5/3 15:37:59,558.44,16.75,22.7,17.58,17.32,--,--,--,--,24.2,25.45,17.32,42.45,25.13,11.80443,,
559, 2024/5/3 15:38:00,559.44,16.76,22.71,17.6,17.38,--,--,--,--,24.2,25.48,17.38,42.47,25.09,11.79555,,
560, 2024/5/3 15:38:01,560.44,16.75,22.72,17.65,17.42,--,--,--,--,24.2,25.5,17.42,42.47,25.05,11.77498,,
561, 2024/5/3 15:38:02,561.44,16.75,22.72,17.63,17.47,--,--,--,--,24.2,25.51,17.47,42.47,25,11.76803,,
562, 2024/5/3 15:38:03,562.44,16.76,22.72,17.64,17.5,--,--,--,--,24.21,25.52,17.5,42.48,24.98,11.76377,,
563, 2024/5/3 15:38:04,563.44,16.76,22.73,17.65,17.48,--,--,--,--,24.2,25.53,17.48,42.49,25.01,11.7706,,
564, 2024/5/3 15:38:05,564.44,16.83,22.67,17.67,17.46,--,--,--,--,24.2,25.51,17.46,42.5,25.04,11.77733,,
565, 2024/5/3 15:38:06,565.45,16.8,22.69,17.64,17.44,--,--,--,--,24.2,25.5,17.44,42.49,25.05,11.78314,,
566, 2024/5/3 15:38:07,566.45,16.75,22.72,17.66,17.46,--,--,--,--,24.2,25.52,17.46,42.47,25.01,11.76362,,
567, 2024/5/3 15:38:08,567.45,16.79,22.69,17.65,17.41,--,--,--,--,24.19,25.5,17.41,42.48,25.07,11.78296,,
568, 2024/5/3 15:38:09,568.45,16.79,22.72,17.65,17.42,--,--,--,--,24.21,25.51,17.42,42.51,25.09,11.7942,,
569, 2024/5/3 15:38:10,569.45,16.73,22.73,17.64,17.36,--,--,--,--,24.2,25.49,17.36,42.46,25.1,11.78587,,
570, 2024/5/3 15:38:11,570.46,16.8,22.69,17.61,17.42,--,--,--,--,24.2,25.49,17.42,42.49,25.07,11.79437,,
571, 2024/5/3 15:38:12,571.45,16.83,22.68,17.62,17.42,--,--,--,--,24.2,25.5,17.42,42.51,25.09,11.80206,,
572, 2024/5/3 15:38:13,572.46,16.78,22.7,17.6,17.4,--,--,--,--,24.2,25.48,17.4,42.48,25.08,11.79607,,
573, 2024/5/3 15:38:14,573.46,16.8,22.71,17.64,17.39,--,--,--,--,24.21,25.5,17.39,42.51,25.12,11.80358,,
574, 2024/5/3 15:38:15,574.46,16.78,22.73,17.62,17.39,--,--,--,--,24.21,25.5,17.39,42.51,25.12,11.80744,,
575, 2024/5/3 15:38:16,575.46,16.84,22.7,17.63,17.35,--,--,--,--,24.2,25.49,17.35,42.54,25.19,11.82967,,
576, 2024/5/3 15:38:17,576.46,16.82,22.71,17.65,17.35,--,--,--,--,24.19,25.5,17.35,42.53,25.18,11.82014,,
577, 2024/5/3 15:38:18,577.47,16.81,22.68,17.63,17.38,--,--,--,--,24.2,25.48,17.38,42.49,25.11,11.79937,,
578, 2024/5/3 15:38:19,578.46,16.8,22.72,17.62,17.38,--,--,--,--,24.2,25.5,17.38,42.52,25.14,11.81482,,
579, 2024/5/3 15:38:20,579.47,16.82,22.7,17.65,17.41,--,--,--,--,24.2,25.51,17.41,42.52,25.11,11.80188,,
580, 2024/5/3 15:38:21,580.47,16.81,22.72,17.68,17.38,--,--,--,--,24.19,25.52,17.38,42.53,25.15,11.80632,,
581, 2024/5/3 15:38:22,581.47,16.85,22.7,17.65,17.4,--,--,--,--,24.2,25.51,17.4,42.55,25.15,11.81859,,
582, 2024/5/3 15:38:23,582.47,16.84,22.69,17.69,17.47,--,--,--,--,24.19,25.53,17.47,42.53,25.06,11.78441,,
583, 2024/5/3 15:38:24,583.47,16.84,22.71,17.68,17.43,--,--,--,--,24.2,25.53,17.43,42.55,25.12,11.80477,,
584, 2024/5/3 15:38:25,584.47,16.83,22.71,17.66,17.41,--,--,--,--,24.18,25.52,17.41,42.54,25.13,11.80898,,
585, 2024/5/3 15:38:26,585.47,16.87,22.69,17.72,17.49,--,--,--,--,24.19,25.55,17.49,42.56,25.07,11.78763,,
586, 2024/5/3 15:38:27,586.48,16.82,22.69,17.8,17.56,--,--,--,--,24.2,25.58,17.56,42.51,24.95,11.72992,,
587, 2024/5/3 15:38:28,587.48,16.85,22.68,17.85,17.62,--,--,--,--,24.19,25.61,17.62,42.53,24.91,11.71518,,
588, 2024/5/3 15:38:29,588.48,16.87,22.7,17.86,17.62,--,--,--,--,24.19,25.63,17.62,42.57,24.95,11.73156,,
589, 2024/5/3 15:38:30,589.48,16.85,22.67,17.91,17.63,--,--,--,--,24.19,25.62,17.63,42.52,24.89,11.69522,,
590, 2024/5/3 15:38:31,590.48,16.91,22.67,17.88,17.66,--,--,--,--,24.2,25.64,17.66,42.58,24.92,11.72391,,
591, 2024/5/3 15:38:32,591.48,16.85,22.7,17.86,17.68,--,--,--,--,24.2,25.64,17.68,42.55,24.87,11.70832,,
592, 2024/5/3 15:38:33,592.49,16.91,22.66,17.83,17.65,--,--,--,--,24.19,25.62,17.65,42.57,24.92,11.73274,,
593, 2024/5/3 15:38:34,593.49,16.88,22.68,17.77,17.64,--,--,--,--,24.19,25.6,17.64,42.56,24.92,11.74281,,
594, 2024/5/3 15:38:35,594.49,16.89,22.67,17.83,17.62,--,--,--,--,24.19,25.61,17.62,42.56,24.94,11.73438,,
595, 2024/5/3 15:38:36,595.49,16.93,22.67,17.77,17.64,--,--,--,--,24.19,25.61,17.64,42.6,24.96,11.76241,,
596, 2024/5/3 15:38:37,596.49,16.88,22.69,17.8,17.65,--,--,--,--,24.19,25.62,17.65,42.57,24.92,11.73837,,
597, 2024/5/3 15:38:38,597.49,16.91,22.68,17.78,17.64,--,--,--,--,24.2,25.61,17.64,42.59,24.95,11.75504,,
598, 2024/5/3 15:38:39,598.49,16.88,22.69,17.77,17.66,--,--,--,--,24.19,25.61,17.66,42.57,24.91,11.74278,,
599, 2024/5/3 15:38:40,599.5,16.92,22.66,17.76,17.63,--,--,--,--,24.2,25.6,17.63,42.58,24.95,11.75759,,
600, 2024/5/3 15:38:41,600.5,16.88,22.69,17.77,17.59,--,--,--,--,24.19,25.59,17.59,42.57,24.98,11.75862,,
601, 2024/5/3 15:38:42,601.5,16.97,22.67,17.72,17.57,--,--,--,--,24.2,25.59,17.57,42.64,25.07,11.80859,,
602, 2024/5/3 15:38:43,602.5,16.91,22.68,17.71,17.52,--,--,--,--,24.19,25.56,17.52,42.59,25.07,11.79777,,
603, 2024/5/3 15:38:44,603.5,16.96,22.65,17.69,17.46,--,--,--,--,24.19,25.54,17.46,42.61,25.15,11.82643,,
604, 2024/5/3 15:38:45,604.5,16.95,22.67,17.62,17.42,--,--,--,--,24.19,25.52,17.42,42.62,25.2,11.85524,,
605, 2024/5/3 15:38:46,605.5,16.92,22.69,17.66,17.44,--,--,--,--,24.19,25.54,17.44,42.61,25.17,11.83637,,
606, 2024/5/3 15:38:47,606.51,16.96,22.66,17.65,17.4,--,--,--,--,24.19,25.52,17.4,42.62,25.22,11.85346,,
607, 2024/5/3 15:38:48,607.5,16.98,22.65,17.67,17.43,--,--,--,--,24.2,25.53,17.43,42.63,25.2,11.84731,,
608, 2024/5/3 15:38:49,608.51,16.94,22.67,17.63,17.33,--,--,--,--,24.18,25.5,17.33,42.61,25.28,11.86879,,
609, 2024/5/3 15:38:50,609.51,16.96,22.68,17.65,17.35,--,--,--,--,24.19,25.52,17.35,42.64,25.29,11.8739,,
610, 2024/5/3 15:38:51,610.51,16.96,22.65,17.66,17.35,--,--,--,--,24.19,25.51,17.35,42.61,25.26,11.85819,,
611, 2024/5/3 15:38:52,611.51,16.96,22.67,17.67,17.37,--,--,--,--,24.18,25.52,17.37,42.63,25.26,11.8604,,
612, 2024/5/3 15:38:53,612.51,16.98,22.66,17.65,17.39,--,--,--,--,24.19,25.52,17.39,42.64,25.25,11.86536,,
613, 2024/5/3 15:38:54,613.51,16.98,22.65,17.67,17.43,--,--,--,--,24.19,25.53,17.43,42.63,25.2,11.84731,,
614, 2024/5/3 15:38:55,614.51,16.99,22.66,17.68,17.43,--,--,--,--,24.2,25.54,17.43,42.65,25.22,11.8544,,
615, 2024/5/3 15:38:56,615.52,16.98,22.67,17.65,17.36,--,--,--,--,24.18,25.52,17.36,42.65,25.29,11.87672,,
616, 2024/5/3 15:38:57,616.52,17.02,22.66,17.64,17.37,--,--,--,--,24.19,25.53,17.37,42.68,25.31,11.89138,,
617, 2024/5/3 15:38:58,617.52,17.03,22.64,17.69,17.35,--,--,--,--,24.19,25.53,17.35,42.67,25.32,11.88076,,
618, 2024/5/3 15:38:59,618.52,16.94,22.69,17.71,17.34,--,--,--,--,24.19,25.53,17.34,42.63,25.29,11.85786,,
619, 2024/5/3 15:39:00,619.52,16.99,22.67,17.67,17.33,--,--,--,--,24.18,25.52,17.33,42.66,25.33,11.884,,
620, 2024/5/3 15:39:01,620.52,17.03,22.67,17.66,17.37,--,--,--,--,24.19,25.54,17.37,42.7,25.33,11.89626,,
621, 2024/5/3 15:39:02,621.52,16.98,22.67,17.67,17.34,--,--,--,--,24.18,25.52,17.34,42.65,25.31,11.87689,,
622, 2024/5/3 15:39:03,622.53,17,22.65,17.67,17.35,--,--,--,--,24.18,25.52,17.35,42.65,25.3,11.87522,,
623, 2024/5/3 15:39:04,623.53,17.03,22.65,17.69,17.35,--,--,--,--,24.18,25.53,17.35,42.68,25.33,11.88525,,
624, 2024/5/3 15:39:05,624.53,17.05,22.65,17.66,17.34,--,--,--,--,24.18,25.53,17.34,42.7,25.36,11.90376,,
